key_id,goal_id,tournament_id,tournament_name,match_id,match_name,match_date,stage_name,group_name,team_id,team_name,team_code,home_team,away_team,player_id,family_name,given_name,shirt_number,player_team_id,player_team_name,player_team_code,minute_label,minute_regulation,minute_stoppage,match_period,own_goal,penalty
3618,G-3618,WC-2022,2022 FIFA Men's World Cup,M-2022-58,Netherlands vs Argentina,2022-12-09,quarter-finals,not applicable,T-48,Netherlands,NLD,1,0,P-95036,Weghorst,Wout,19,T-48,Netherlands,NLD,83',83,0,second half,0,0
3619,G-3619,WC-2022,2022 FIFA Men's World Cup,M-2022-58,Netherlands vs Argentina,2022-12-09,quarter-finals,not applicable,T-48,Netherlands,NLD,1,0,P-95036,Weghorst,Wout,19,T-48,Netherlands,NLD,90'+11',90,11,"second half, stoppage time",0,0
3620,G-3620,WC-2022,2022 FIFA Men's World Cup,M-2022-59,Morocco vs Portugal,2022-12-10,quarter-finals,not applicable,T-47,Morocco,MAR,1,0,P-42517,En-Nesyri,Youssef,19,T-47,Morocco,MAR,42',42,0,first half,0,0
3621,G-3621,WC-2022,2022 FIFA Men's World Cup,M-2022-60,England vs France,2022-12-10,quarter-finals,not applicable,T-30,France,FRA,0,1,P-54517,Tchouaméni,Aurélien,8,T-30,France,FRA,17',17,0,first half,0,0
3622,G-3622,WC-2022,2022 FIFA Men's World Cup,M-2022-60,England vs France,2022-12-10,quarter-finals,not applicable,T-28,England,ENG,1,0,P-58924,Kane,Harry,9,T-28,England,ENG,54',54,0,second half,0,1
3623,G-3623,WC-2022,2022 FIFA Men's World Cup,M-2022-60,England vs France,2022-12-10,quarter-finals,not applicable,T-30,France,FRA,0,1,P-89750,Giroud,Olivier,9,T-30,France,FRA,78',78,0,second half,0,0
3624,G-3624,WC-2022,2022 FIFA Men's World Cup,M-2022-61,Argentina vs Croatia,2022-12-13,semi-finals,not applicable,T-03,Argentina,ARG,1,0,P-14758,Messi,Lionel,10,T-03,Argentina,ARG,34',34,0,first half,0,1
3625,G-3625,WC-2022,2022 FIFA Men's World Cup,M-2022-61,Argentina vs Croatia,2022-12-13,semi-finals,not applicable,T-03,Argentina,ARG,1,0,P-19776,Álvarez,Julián,9,T-03,Argentina,ARG,39',39,0,first half,0,0
3626,G-3626,WC-2022,2022 FIFA Men's World Cup,M-2022-61,Argentina vs Croatia,2022-12-13,semi-finals,not applicable,T-03,Argentina,ARG,1,0,P-19776,Álvarez,Julián,9,T-03,Argentina,ARG,69',69,0,second half,0,0
3627,G-3627,WC-2022,2022 FIFA Men's World Cup,M-2022-62,France vs Morocco,2022-12-14,semi-finals,not applicable,T-30,France,FRA,1,0,P-09867,Hernandez,Théo,22,T-30,France,FRA,5',5,0,first half,0,0
3628,G-3628,WC-2022,2022 FIFA Men's World Cup,M-2022-62,France vs Morocco,2022-12-14,semi-finals,not applicable,T-30,France,FRA,1,0,P-92987,Kolo Muani,Randal,12,T-30,France,FRA,79',79,0,second half,0,0
3629,G-3629,WC-2022,2022 FIFA Men's World Cup,M-2022-63,Croatia vs Morocco,2022-12-17,third-place match,not applicable,T-18,Croatia,HRV,1,0,P-58420,Gvardiol,Joško,20,T-18,Croatia,HRV,7',7,0,first half,0,0
3630,G-3630,WC-2022,2022 FIFA Men's World Cup,M-2022-63,Croatia vs Morocco,2022-12-17,third-place match,not applicable,T-47,Morocco,MAR,0,1,P-52013,Dari,Achraf,20,T-47,Morocco,MAR,9',9,0,first half,0,0
3631,G-3631,WC-2022,2022 FIFA Men's World Cup,M-2022-63,Croatia vs Morocco,2022-12-17,third-place match,not applicable,T-18,Croatia,HRV,1,0,P-26942,Oršić,Mislav,18,T-18,Croatia,HRV,42',42,0,first half,0,0
3632,G-3632,WC-2022,2022 FIFA Men's World Cup,M-2022-64,Argentina vs France,2022-12-18,final,not applicable,T-03,Argentina,ARG,1,0,P-14758,Messi,Lionel,10,T-03,Argentina,ARG,23',23,0,first half,0,1
3633,G-3633,WC-2022,2022 FIFA Men's World Cup,M-2022-64,Argentina vs France,2022-12-18,final,not applicable,T-03,Argentina,ARG,1,0,P-42113,Di María,Ángel,11,T-03,Argentina,ARG,36',36,0,first half,0,0
3634,G-3634,WC-2022,2022 FIFA Men's World Cup,M-2022-64,Argentina vs France,2022-12-18,final,not applicable,T-30,France,FRA,0,1,P-64077,Mbappé,Kylian,10,T-30,France,FRA,80',80,0,second half,0,1
3635,G-3635,WC-2022,2022 FIFA Men's World Cup,M-2022-64,Argentina vs France,2022-12-18,final,not applicable,T-30,France,FRA,0,1,P-64077,Mbappé,Kylian,10,T-30,France,FRA,81',81,0,second half,0,0
3636,G-3636,WC-2022,2022 FIFA Men's World Cup,M-2022-64,Argentina vs France,2022-12-18,final,not applicable,T-03,Argentina,ARG,1,0,P-14758,Messi,Lionel,10,T-03,Argentina,ARG,108',108,0,"extra time, second half",0,0
3637,G-3637,WC-2022,2022 FIFA Men's World Cup,M-2022-64,Argentina vs France,2022-12-18,final,not applicable,T-30,France,FRA,0,1,P-64077,Mbappé,Kylian,10,T-30,France,FRA,118',118,0,"extra time, second half",0,1
