key_id,tournament_id,tournament_name,team_id,team_name,team_code,player_id,family_name,given_name,shirt_number,position_name,position_code,full_name,name_norm,team_norm,has_stats,image_count,folder_path,has_image
13212,WC-2022,2022 FIFA Men's World Cup,T-18,Croatia,HRV,P-26942,Oršić,Mislav,18,forward,FW,Mislav Oršić,mislav orsic,croatia,True,50.0,data\raw\player-images\Images\Images\Group F\Croatia Players\Images_Mislav Or┼íi─ç,True
13213,WC-2022,2022 FIFA Men's World Cup,T-18,Croatia,HRV,P-84190,Sosa,Borna,19,defender,DF,Borna Sosa,borna sosa,croatia,True,50.0,data\raw\player-images\Images\Images\Group F\Croatia Players\Images_Borna Sosa,True
13214,WC-2022,2022 FIFA Men's World Cup,T-18,Croatia,HRV,P-58420,Gvardiol,Joško,20,defender,DF,Joško Gvardiol,josko gvardiol,croatia,True,50.0,data\raw\player-images\Images\Images\Group F\Croatia Players\Images_Jo┼íko Gvardiol,True
13215,WC-2022,2022 FIFA Men's World Cup,T-18,Croatia,HRV,P-91294,Vida,Domagoj,21,defender,DF,Domagoj Vida,domagoj vida,croatia,True,50.0,data\raw\player-images\Images\Images\Group F\Croatia Players\Images_Domagoj Vida,True
13216,WC-2022,2022 FIFA Men's World Cup,T-18,Croatia,HRV,P-16484,Juranović,Josip,22,defender,DF,Josip Juranović,josip juranovic,croatia,True,50.0,data\raw\player-images\Images\Images\Group F\Croatia Players\Images_Josip Juranovi─ç,True
13217,WC-2022,2022 FIFA Men's World Cup,T-18,Croatia,HRV,P-94815,Ivušić,Ivica,23,goal keeper,GK,Ivica Ivušić,ivica ivusic,croatia,True,50.0,data\raw\player-images\Images\Images\Group F\Croatia Players\Images_Ivica Ivu┼íi─ç,True
13218,WC-2022,2022 FIFA Men's World Cup,T-18,Croatia,HRV,P-57417,Šutalo,Josip,24,defender,DF,Josip Šutalo,josip sutalo,croatia,True,50.0,data\raw\player-images\Images\Images\Group F\Croatia Players\Images_Josip ┼áutalo,True
13219,WC-2022,2022 FIFA Men's World Cup,T-18,Croatia,HRV,P-67668,Sučić,Luka,25,midfielder,MF,Luka Sučić,luka sucic,croatia,True,50.0,data\raw\player-images\Images\Images\Group F\Croatia Players\Images_Luka Su─ìi─ç,True
13220,WC-2022,2022 FIFA Men's World Cup,T-18,Croatia,HRV,P-86466,Jakić,Kristijan,26,midfielder,MF,Kristijan Jakić,kristijan jakic,croatia,True,50.0,data\raw\player-images\Images\Images\Group F\Croatia Players\Images_Kristijan Jaki─ç,True
13221,WC-2022,2022 FIFA Men's World Cup,T-22,Denmark,DNK,P-58755,Schmeichel,Kasper,1,goal keeper,GK,Kasper Schmeichel,kasper schmeichel,denmark,True,50.0,data\raw\player-images\Images\Images\Group D\Denmark Players\Images_Kasper Schmeichel,True
13222,WC-2022,2022 FIFA Men's World Cup,T-22,Denmark,DNK,P-43705,Andersen,Joachim,2,defender,DF,Joachim Andersen,joachim andersen,denmark,True,50.0,data\raw\player-images\Images\Images\Group D\Denmark Players\Images_Joachim Andersen,True
13223,WC-2022,2022 FIFA Men's World Cup,T-22,Denmark,DNK,P-49454,Nelsson,Victor,3,defender,DF,Victor Nelsson,victor nelsson,denmark,True,50.0,data\raw\player-images\Images\Images\Group D\Denmark Players\Images_Victor Nelsson,True
13224,WC-2022,2022 FIFA Men's World Cup,T-22,Denmark,DNK,P-14988,Kjær,Simon,4,defender,DF,Simon Kjær,simon kj r,denmark,False,50.0,data\raw\player-images\Images\Images\Group D\Denmark Players\Images_Simon Kj├ªr (captain),True
13225,WC-2022,2022 FIFA Men's World Cup,T-22,Denmark,DNK,P-39995,Mæhle,Joakim,5,defender,DF,Joakim Mæhle,joakim m hle,denmark,False,50.0,data\raw\player-images\Images\Images\Group D\Denmark Players\Images_Joakim M├ªhle,True
13226,WC-2022,2022 FIFA Men's World Cup,T-22,Denmark,DNK,P-18923,Christensen,Andreas,6,defender,DF,Andreas Christensen,andreas christensen,denmark,True,50.0,data\raw\player-images\Images\Images\Group D\Denmark Players\Images_Andreas Christensen,True
13227,WC-2022,2022 FIFA Men's World Cup,T-22,Denmark,DNK,P-26593,Jensen,Mathias,7,midfielder,MF,Mathias Jensen,mathias jensen,denmark,True,50.0,data\raw\player-images\Images\Images\Group D\Denmark Players\Images_Mathias Jensen,True
13228,WC-2022,2022 FIFA Men's World Cup,T-22,Denmark,DNK,P-57615,Delaney,Thomas,8,midfielder,MF,Thomas Delaney,thomas delaney,denmark,True,50.0,data\raw\player-images\Images\Images\Group D\Denmark Players\Images_Thomas Delaney,True
13229,WC-2022,2022 FIFA Men's World Cup,T-22,Denmark,DNK,P-85579,Braithwaite,Martin,9,forward,FW,Martin Braithwaite,martin braithwaite,denmark,True,50.0,data\raw\player-images\Images\Images\Group D\Denmark Players\Images_Martin Braithwaite,True
13230,WC-2022,2022 FIFA Men's World Cup,T-22,Denmark,DNK,P-50104,Eriksen,Christian,10,midfielder,MF,Christian Eriksen,christian eriksen,denmark,True,50.0,data\raw\player-images\Images\Images\Group D\Denmark Players\Images_Christian Eriksen,True
13231,WC-2022,2022 FIFA Men's World Cup,T-22,Denmark,DNK,P-82313,Olsen,Andreas Skov,11,midfielder,MF,Andreas Skov Olsen,andreas skov olsen,denmark,True,50.0,data\raw\player-images\Images\Images\Group D\Denmark Players\Images_Andreas Skov Olsen,True
13232,WC-2022,2022 FIFA Men's World Cup,T-22,Denmark,DNK,P-72592,Dolberg,Kasper,12,forward,FW,Kasper Dolberg,kasper dolberg,denmark,True,50.0,data\raw\player-images\Images\Images\Group D\Denmark Players\Images_Kasper Dolberg,True
13233,WC-2022,2022 FIFA Men's World Cup,T-22,Denmark,DNK,P-82877,Kristensen,Rasmus,13,defender,DF,Rasmus Kristensen,rasmus kristensen,denmark,True,50.0,data\raw\player-images\Images\Images\Group D\Denmark Players\Images_Rasmus Kristensen,True
13234,WC-2022,2022 FIFA Men's World Cup,T-22,Denmark,DNK,P-57782,Damsgaard,Mikkel,14,midfielder,MF,Mikkel Damsgaard,mikkel damsgaard,denmark,True,50.0,data\raw\player-images\Images\Images\Group D\Denmark Players\Images_Mikkel Damsgaard,True
13235,WC-2022,2022 FIFA Men's World Cup,T-22,Denmark,DNK,P-56182,Nørgaard,Christian,15,midfielder,MF,Christian Nørgaard,christian n rgaard,denmark,False,50.0,data\raw\player-images\Images\Images\Group D\Denmark Players\Images_Christian N├╕rgaard,True
13236,WC-2022,2022 FIFA Men's World Cup,T-22,Denmark,DNK,P-07304,Christensen,Oliver,16,goal keeper,GK,Oliver Christensen,oliver christensen,denmark,True,50.0,data\raw\player-images\Images\Images\Group D\Denmark Players\Images_Oliver Christensen,True
13237,WC-2022,2022 FIFA Men's World Cup,T-22,Denmark,DNK,P-11588,Stryger Larsen,Jens,17,defender,DF,Jens Stryger Larsen,jens stryger larsen,denmark,True,50.0,data\raw\player-images\Images\Images\Group D\Denmark Players\Images_Jens Stryger Larsen,True
13238,WC-2022,2022 FIFA Men's World Cup,T-22,Denmark,DNK,P-93781,Wass,Daniel,18,defender,DF,Daniel Wass,daniel wass,denmark,True,50.0,data\raw\player-images\Images\Images\Group D\Denmark Players\Images_Daniel Wass,True
13239,WC-2022,2022 FIFA Men's World Cup,T-22,Denmark,DNK,P-59609,Wind,Jonas,19,forward,FW,Jonas Wind,jonas wind,denmark,True,50.0,data\raw\player-images\Images\Images\Group D\Denmark Players\Images_Jonas Wind,True
13240,WC-2022,2022 FIFA Men's World Cup,T-22,Denmark,DNK,P-08442,Poulsen,Yussuf,20,forward,FW,Yussuf Poulsen,yussuf poulsen,denmark,False,50.0,data\raw\player-images\Images\Images\Group D\Denmark Players\Images_Yussuf Poulsen,True
13241,WC-2022,2022 FIFA Men's World Cup,T-22,Denmark,DNK,P-29053,Cornelius,Andreas,21,forward,FW,Andreas Cornelius,andreas cornelius,denmark,True,50.0,data\raw\player-images\Images\Images\Group D\Denmark Players\Images_Andreas Cornelius,True
13242,WC-2022,2022 FIFA Men's World Cup,T-22,Denmark,DNK,P-35930,Rønnow,Frederik,22,goal keeper,GK,Frederik Rønnow,frederik r nnow,denmark,False,50.0,data\raw\player-images\Images\Images\Group D\Denmark Players\Images_Frederik R├╕nnow,True
13243,WC-2022,2022 FIFA Men's World Cup,T-22,Denmark,DNK,P-98199,Højbjerg,Pierre-Emile,23,midfielder,MF,Pierre-Emile Højbjerg,pierre emile h jbjerg,denmark,False,50.0,data\raw\player-images\Images\Images\Group D\Denmark Players\Images_Pierre-Emile H├╕jbjerg,True
13244,WC-2022,2022 FIFA Men's World Cup,T-22,Denmark,DNK,P-76468,Skov,Robert,24,midfielder,MF,Robert Skov,robert skov,denmark,True,50.0,data\raw\player-images\Images\Images\Group D\Denmark Players\Images_Robert Skov,True
13245,WC-2022,2022 FIFA Men's World Cup,T-22,Denmark,DNK,P-70516,Lindstrøm,Jesper,25,midfielder,MF,Jesper Lindstrøm,jesper lindstr m,denmark,False,50.0,data\raw\player-images\Images\Images\Group D\Denmark Players\Images_Jesper Lindstr├╕m,True
13246,WC-2022,2022 FIFA Men's World Cup,T-22,Denmark,DNK,P-92135,Bah,Alexander,26,defender,DF,Alexander Bah,alexander bah,denmark,True,50.0,data\raw\player-images\Images\Images\Group D\Denmark Players\Images_Alexander Bah,True
13247,WC-2022,2022 FIFA Men's World Cup,T-25,Ecuador,ECU,P-56347,Galíndez,Hernán,1,goal keeper,GK,Hernán Galíndez,hernan galindez,ecuador,True,50.0,data\raw\player-images\Images\Images\Group A\Ecuador Players\Images_Hern├ín Gal├¡ndez,True
13248,WC-2022,2022 FIFA Men's World Cup,T-25,Ecuador,ECU,P-96347,Torres,Félix,2,defender,DF,Félix Torres,felix torres,ecuador,True,50.0,data\raw\player-images\Images\Images\Group A\Ecuador Players\Images_F├⌐lix Torres,True
13249,WC-2022,2022 FIFA Men's World Cup,T-25,Ecuador,ECU,P-29713,Hincapié,Piero,3,defender,DF,Piero Hincapié,piero hincapie,ecuador,True,50.0,data\raw\player-images\Images\Images\Group A\Ecuador Players\Images_Piero Hincapi├⌐,True
13250,WC-2022,2022 FIFA Men's World Cup,T-25,Ecuador,ECU,P-22286,Arboleda,Robert,4,defender,DF,Robert Arboleda,robert arboleda,ecuador,True,50.0,data\raw\player-images\Images\Images\Group A\Ecuador Players\Images_Robert Arboleda,True
13251,WC-2022,2022 FIFA Men's World Cup,T-25,Ecuador,ECU,P-75628,Cifuentes,José,5,midfielder,MF,José Cifuentes,jose cifuentes,ecuador,True,50.0,data\raw\player-images\Images\Images\Group A\Ecuador Players\Images_Jos├⌐ Cifuentes,True
13252,WC-2022,2022 FIFA Men's World Cup,T-25,Ecuador,ECU,P-49934,Pacho,William,6,defender,DF,William Pacho,william pacho,ecuador,True,50.0,data\raw\player-images\Images\Images\Group A\Ecuador Players\Images_William Pacho,True
13253,WC-2022,2022 FIFA Men's World Cup,T-25,Ecuador,ECU,P-52697,Estupiñán,Pervis,7,defender,DF,Pervis Estupiñán,pervis estupinan,ecuador,True,50.0,data\raw\player-images\Images\Images\Group A\Ecuador Players\Images_Pervis Estupi├▒├ín,True
13254,WC-2022,2022 FIFA Men's World Cup,T-25,Ecuador,ECU,P-13321,Gruezo,Carlos,8,midfielder,MF,Carlos Gruezo,carlos gruezo,ecuador,True,50.0,data\raw\player-images\Images\Images\Group A\Ecuador Players\Images_Carlos Gruezo,True
13255,WC-2022,2022 FIFA Men's World Cup,T-25,Ecuador,ECU,P-16576,Preciado,Ayrton,9,midfielder,MF,Ayrton Preciado,ayrton preciado,ecuador,True,50.0,data\raw\player-images\Images\Images\Group A\Ecuador Players\Images_Ayrton Preciado,True
13256,WC-2022,2022 FIFA Men's World Cup,T-25,Ecuador,ECU,P-34543,Ibarra,Romario,10,midfielder,MF,Romario Ibarra,romario ibarra,ecuador,True,50.0,data\raw\player-images\Images\Images\Group A\Ecuador Players\Images_Romario Ibarra,True
13257,WC-2022,2022 FIFA Men's World Cup,T-25,Ecuador,ECU,P-44851,Estrada,Michael,11,forward,FW,Michael Estrada,michael estrada,ecuador,True,50.0,data\raw\player-images\Images\Images\Group A\Ecuador Players\Images_Michael Estrada,True
13258,WC-2022,2022 FIFA Men's World Cup,T-25,Ecuador,ECU,P-39347,Ramírez,Moisés,12,goal keeper,GK,Moisés Ramírez,moises ramirez,ecuador,True,50.0,data\raw\player-images\Images\Images\Group A\Ecuador Players\Images_Mois├⌐s Ram├¡rez,True
13259,WC-2022,2022 FIFA Men's World Cup,T-25,Ecuador,ECU,P-75912,Valencia,Enner,13,forward,FW,Enner Valencia,enner valencia,ecuador,True,50.0,data\raw\player-images\Images\Images\Group A\Ecuador Players\Images_Enner Valencia (captain),True
13260,WC-2022,2022 FIFA Men's World Cup,T-25,Ecuador,ECU,P-06545,Arreaga,Xavier,14,defender,DF,Xavier Arreaga,xavier arreaga,ecuador,True,50.0,data\raw\player-images\Images\Images\Group A\Ecuador Players\Images_Xavier Arreaga,True
13261,WC-2022,2022 FIFA Men's World Cup,T-25,Ecuador,ECU,P-11495,Mena,Ángel,15,midfielder,MF,Ángel Mena,angel mena,ecuador,True,50.0,data\raw\player-images\Images\Images\Group A\Ecuador Players\Images_├üngel Mena,True
13262,WC-2022,2022 FIFA Men's World Cup,T-25,Ecuador,ECU,P-78091,Sarmiento,Jeremy,16,midfielder,MF,Jeremy Sarmiento,jeremy sarmiento,ecuador,True,50.0,data\raw\player-images\Images\Images\Group A\Ecuador Players\Images_Jeremy Sarmiento,True
13263,WC-2022,2022 FIFA Men's World Cup,T-25,Ecuador,ECU,P-62543,Preciado,Ángelo,17,defender,DF,Ángelo Preciado,angelo preciado,ecuador,True,50.0,data\raw\player-images\Images\Images\Group A\Ecuador Players\Images_├üngelo Preciado,True
13264,WC-2022,2022 FIFA Men's World Cup,T-25,Ecuador,ECU,P-04237,Palacios,Diego,18,defender,DF,Diego Palacios,diego palacios,ecuador,True,50.0,data\raw\player-images\Images\Images\Group A\Ecuador Players\Images_Diego Palacios,True
13265,WC-2022,2022 FIFA Men's World Cup,T-25,Ecuador,ECU,P-13973,Plata,Gonzalo,19,midfielder,MF,Gonzalo Plata,gonzalo plata,ecuador,True,50.0,data\raw\player-images\Images\Images\Group A\Ecuador Players\Images_Gonzalo Plata,True
13266,WC-2022,2022 FIFA Men's World Cup,T-25,Ecuador,ECU,P-56839,Méndez,Sebas,20,midfielder,MF,Sebas Méndez,sebas mendez,ecuador,False,50.0,data\raw\player-images\Images\Images\Group A\Ecuador Players\Images_Sebas M├⌐ndez,True
13267,WC-2022,2022 FIFA Men's World Cup,T-25,Ecuador,ECU,P-28364,Franco,Alan,21,midfielder,MF,Alan Franco,alan franco,ecuador,True,50.0,data\raw\player-images\Images\Images\Group A\Ecuador Players\Images_Alan Franco,True
13268,WC-2022,2022 FIFA Men's World Cup,T-25,Ecuador,ECU,P-94877,Domínguez,Alexander,22,goal keeper,GK,Alexander Domínguez,alexander dominguez,ecuador,True,50.0,data\raw\player-images\Images\Images\Group A\Ecuador Players\Images_Alexander Dom├¡nguez,True
13269,WC-2022,2022 FIFA Men's World Cup,T-25,Ecuador,ECU,P-82216,Caicedo,Moisés,23,midfielder,MF,Moisés Caicedo,moises caicedo,ecuador,True,50.0,data\raw\player-images\Images\Images\Group A\Ecuador Players\Images_Mois├⌐s Caicedo,True
13270,WC-2022,2022 FIFA Men's World Cup,T-25,Ecuador,ECU,P-69217,Reasco,Djorkaeff,24,forward,FW,Djorkaeff Reasco,djorkaeff reasco,ecuador,True,50.0,data\raw\player-images\Images\Images\Group A\Ecuador Players\Images_Djorkaeff Reasco,True
13271,WC-2022,2022 FIFA Men's World Cup,T-25,Ecuador,ECU,P-73694,Porozo,Jackson,25,defender,DF,Jackson Porozo,jackson porozo,ecuador,True,50.0,data\raw\player-images\Images\Images\Group A\Ecuador Players\Images_Jackson Porozo,True
13272,WC-2022,2022 FIFA Men's World Cup,T-25,Ecuador,ECU,P-02839,Rodríguez,Kevin,26,forward,FW,Kevin Rodríguez,kevin rodriguez,ecuador,True,50.0,data\raw\player-images\Images\Images\Group A\Ecuador Players\Images_Kevin Rodr├¡guez,True
13273,WC-2022,2022 FIFA Men's World Cup,T-28,England,ENG,P-70618,Pickford,Jordan,1,goal keeper,GK,Jordan Pickford,jordan pickford,england,True,50.0,data\raw\player-images\Images\Images\Group B\England Players\Images_Jordan Pickford,True
13274,WC-2022,2022 FIFA Men's World Cup,T-28,England,ENG,P-74071,Walker,Kyle,2,defender,DF,Kyle Walker,kyle walker,england,True,50.0,data\raw\player-images\Images\Images\Group B\England Players\Images_Kyle Walker,True
13275,WC-2022,2022 FIFA Men's World Cup,T-28,England,ENG,P-36400,Shaw,Luke,3,defender,DF,Luke Shaw,luke shaw,england,True,50.0,data\raw\player-images\Images\Images\Group B\England Players\Images_Luke Shaw,True
13276,WC-2022,2022 FIFA Men's World Cup,T-28,England,ENG,P-84787,Rice,Declan,4,midfielder,MF,Declan Rice,declan rice,england,True,50.0,data\raw\player-images\Images\Images\Group B\England Players\Images_Declan Rice,True
13277,WC-2022,2022 FIFA Men's World Cup,T-28,England,ENG,P-92628,Stones,John,5,defender,DF,John Stones,john stones,england,True,50.0,data\raw\player-images\Images\Images\Group B\England Players\Images_John Stones,True
13278,WC-2022,2022 FIFA Men's World Cup,T-28,England,ENG,P-02465,Maguire,Harry,6,defender,DF,Harry Maguire,harry maguire,england,True,50.0,data\raw\player-images\Images\Images\Group B\England Players\Images_Harry Maguire,True
13279,WC-2022,2022 FIFA Men's World Cup,T-28,England,ENG,P-21153,Grealish,Jack,7,forward,FW,Jack Grealish,jack grealish,england,True,50.0,data\raw\player-images\Images\Images\Group B\England Players\Images_Jack Grealish,True
13280,WC-2022,2022 FIFA Men's World Cup,T-28,England,ENG,P-08169,Henderson,Jordan,8,midfielder,MF,Jordan Henderson,jordan henderson,england,True,50.0,data\raw\player-images\Images\Images\Group B\England Players\Images_Jordan Henderson,True
13281,WC-2022,2022 FIFA Men's World Cup,T-28,England,ENG,P-58924,Kane,Harry,9,forward,FW,Harry Kane,harry kane,england,True,50.0,data\raw\player-images\Images\Images\Group B\England Players\Images_Harry Kane (captain),True
13282,WC-2022,2022 FIFA Men's World Cup,T-28,England,ENG,P-21553,Sterling,Raheem,10,forward,FW,Raheem Sterling,raheem sterling,england,True,50.0,data\raw\player-images\Images\Images\Group B\England Players\Images_Raheem Sterling,True
13283,WC-2022,2022 FIFA Men's World Cup,T-28,England,ENG,P-59837,Rashford,Marcus,11,forward,FW,Marcus Rashford,marcus rashford,england,True,50.0,data\raw\player-images\Images\Images\Group B\England Players\Images_Marcus Rashford,True
13284,WC-2022,2022 FIFA Men's World Cup,T-28,England,ENG,P-25937,Trippier,Kieran,12,defender,DF,Kieran Trippier,kieran trippier,england,True,50.0,data\raw\player-images\Images\Images\Group B\England Players\Images_Kieran Trippier,True
13285,WC-2022,2022 FIFA Men's World Cup,T-28,England,ENG,P-89070,Pope,Nick,13,goal keeper,GK,Nick Pope,nick pope,england,True,50.0,data\raw\player-images\Images\Images\Group B\England Players\Images_Nick Pope,True
13286,WC-2022,2022 FIFA Men's World Cup,T-28,England,ENG,P-43567,Phillips,Kalvin,14,midfielder,MF,Kalvin Phillips,kalvin phillips,england,True,50.0,data\raw\player-images\Images\Images\Group B\England Players\Images_Kalvin Phillips,True
13287,WC-2022,2022 FIFA Men's World Cup,T-28,England,ENG,P-31219,Dier,Eric,15,defender,DF,Eric Dier,eric dier,england,True,50.0,data\raw\player-images\Images\Images\Group B\England Players\Images_Eric Dier,True
13288,WC-2022,2022 FIFA Men's World Cup,T-28,England,ENG,P-76287,Coady,Conor,16,defender,DF,Conor Coady,conor coady,england,True,50.0,data\raw\player-images\Images\Images\Group B\England Players\Images_Conor Coady,True
13289,WC-2022,2022 FIFA Men's World Cup,T-28,England,ENG,P-76842,Saka,Bukayo,17,forward,FW,Bukayo Saka,bukayo saka,england,True,50.0,data\raw\player-images\Images\Images\Group B\England Players\Images_Bukayo Saka,True
13290,WC-2022,2022 FIFA Men's World Cup,T-28,England,ENG,P-05318,Alexander-Arnold,Trent,18,defender,DF,Trent Alexander-Arnold,trent alexander arnold,england,True,50.0,data\raw\player-images\Images\Images\Group B\England Players\Images_Trent Alexander-Arnold,True
13291,WC-2022,2022 FIFA Men's World Cup,T-28,England,ENG,P-90012,Mount,Mason,19,midfielder,MF,Mason Mount,mason mount,england,True,50.0,data\raw\player-images\Images\Images\Group B\England Players\Images_Mason Mount,True
13292,WC-2022,2022 FIFA Men's World Cup,T-28,England,ENG,P-10501,Foden,Phil,20,midfielder,MF,Phil Foden,phil foden,england,True,50.0,data\raw\player-images\Images\Images\Group B\England Players\Images_Phil Foden,True
13293,WC-2022,2022 FIFA Men's World Cup,T-28,England,ENG,P-50034,White,Ben,21,defender,DF,Ben White,ben white,england,False,50.0,data\raw\player-images\Images\Images\Group B\England Players\Images_Ben White,True
13294,WC-2022,2022 FIFA Men's World Cup,T-28,England,ENG,P-15674,Bellingham,Jude,22,midfielder,MF,Jude Bellingham,jude bellingham,england,True,50.0,data\raw\player-images\Images\Images\Group B\England Players\Images_Jude Bellingham,True
13295,WC-2022,2022 FIFA Men's World Cup,T-28,England,ENG,P-62368,Ramsdale,Aaron,23,goal keeper,GK,Aaron Ramsdale,aaron ramsdale,england,True,50.0,data\raw\player-images\Images\Images\Group B\England Players\Images_Aaron Ramsdale,True
13296,WC-2022,2022 FIFA Men's World Cup,T-28,England,ENG,P-22844,Wilson,Callum,24,forward,FW,Callum Wilson,callum wilson,england,True,50.0,data\raw\player-images\Images\Images\Group B\England Players\Images_Callum Wilson,True
13297,WC-2022,2022 FIFA Men's World Cup,T-28,England,ENG,P-95181,Maddison,James,25,midfielder,MF,James Maddison,james maddison,england,True,50.0,data\raw\player-images\Images\Images\Group B\England Players\Images_James Maddison,True
13298,WC-2022,2022 FIFA Men's World Cup,T-28,England,ENG,P-46540,Gallagher,Conor,26,midfielder,MF,Conor Gallagher,conor gallagher,england,True,50.0,data\raw\player-images\Images\Images\Group B\England Players\Images_Conor Gallagher,True
13299,WC-2022,2022 FIFA Men's World Cup,T-30,France,FRA,P-30711,Lloris,Hugo,1,goal keeper,GK,Hugo Lloris,hugo lloris,france,True,50.0,data\raw\player-images\Images\Images\Group D\France Players\Images_Hugo Lloris (captain),True
13300,WC-2022,2022 FIFA Men's World Cup,T-30,France,FRA,P-60652,Pavard,Benjamin,2,defender,DF,Benjamin Pavard,benjamin pavard,france,True,50.0,data\raw\player-images\Images\Images\Group D\France Players\Images_Benjamin Pavard,True
13301,WC-2022,2022 FIFA Men's World Cup,T-30,France,FRA,P-91324,Disasi,Axel,3,defender,DF,Axel Disasi,axel disasi,france,True,50.0,data\raw\player-images\Images\Images\Group D\France Players\Images_Axel Disasi,True
13302,WC-2022,2022 FIFA Men's World Cup,T-30,France,FRA,P-42326,Varane,Raphaël,4,defender,DF,Raphaël Varane,raphael varane,france,True,50.0,data\raw\player-images\Images\Images\Group D\France Players\Images_Rapha├½l Varane,True
13303,WC-2022,2022 FIFA Men's World Cup,T-30,France,FRA,P-78484,Koundé,Jules,5,defender,DF,Jules Koundé,jules kounde,france,True,50.0,data\raw\player-images\Images\Images\Group D\France Players\Images_Jules Kound├⌐,True
13304,WC-2022,2022 FIFA Men's World Cup,T-30,France,FRA,P-32431,Guendouzi,Matteo,6,midfielder,MF,Matteo Guendouzi,matteo guendouzi,france,True,50.0,data\raw\player-images\Images\Images\Group D\France Players\Images_Matteo Guendouzi,True
13305,WC-2022,2022 FIFA Men's World Cup,T-30,France,FRA,P-90908,Griezmann,Antoine,7,forward,FW,Antoine Griezmann,antoine griezmann,france,True,50.0,data\raw\player-images\Images\Images\Group D\France Players\Images_Antoine Griezmann,True
13306,WC-2022,2022 FIFA Men's World Cup,T-30,France,FRA,P-54517,Tchouaméni,Aurélien,8,midfielder,MF,Aurélien Tchouaméni,aurelien tchouameni,france,True,50.0,data\raw\player-images\Images\Images\Group D\France Players\Images_Aur├⌐lien Tchouam├⌐ni,True
13307,WC-2022,2022 FIFA Men's World Cup,T-30,France,FRA,P-89750,Giroud,Olivier,9,forward,FW,Olivier Giroud,olivier giroud,france,True,50.0,data\raw\player-images\Images\Images\Group D\France Players\Images_Olivier Giroud,True
13308,WC-2022,2022 FIFA Men's World Cup,T-30,France,FRA,P-64077,Mbappé,Kylian,10,forward,FW,Kylian Mbappé,kylian mbappe,france,True,50.0,data\raw\player-images\Images\Images\Group D\France Players\Images_Kylian Mbapp├⌐,True
13309,WC-2022,2022 FIFA Men's World Cup,T-30,France,FRA,P-97778,Dembélé,Ousmane,11,forward,FW,Ousmane Dembélé,ousmane dembele,france,True,50.0,data\raw\player-images\Images\Images\Group D\France Players\Images_Ousmane Demb├⌐l├⌐,True
13310,WC-2022,2022 FIFA Men's World Cup,T-30,France,FRA,P-92987,Kolo Muani,Randal,12,forward,FW,Randal Kolo Muani,randal kolo muani,france,True,50.0,data\raw\player-images\Images\Images\Group D\France Players\Images_Randal Kolo Muani,True
13311,WC-2022,2022 FIFA Men's World Cup,T-30,France,FRA,P-23304,Fofana,Youssouf,13,midfielder,MF,Youssouf Fofana,youssouf fofana,france,True,50.0,data\raw\player-images\Images\Images\Group D\France Players\Images_Youssouf Fofana,True
13312,WC-2022,2022 FIFA Men's World Cup,T-30,France,FRA,P-57401,Rabiot,Adrien,14,midfielder,MF,Adrien Rabiot,adrien rabiot,france,True,50.0,data\raw\player-images\Images\Images\Group D\France Players\Images_Adrien Rabiot,True
13313,WC-2022,2022 FIFA Men's World Cup,T-30,France,FRA,P-00465,Veretout,Jordan,15,midfielder,MF,Jordan Veretout,jordan veretout,france,True,50.0,data\raw\player-images\Images\Images\Group D\France Players\Images_Jordan Veretout,True
13314,WC-2022,2022 FIFA Men's World Cup,T-30,France,FRA,P-69594,Mandanda,Steve,16,goal keeper,GK,Steve Mandanda,steve mandanda,france,True,50.0,data\raw\player-images\Images\Images\Group D\France Players\Images_Steve Mandanda,True
13315,WC-2022,2022 FIFA Men's World Cup,T-30,France,FRA,P-07089,Saliba,William,17,defender,DF,William Saliba,william saliba,france,True,50.0,data\raw\player-images\Images\Images\Group D\France Players\Images_William Saliba,True
13316,WC-2022,2022 FIFA Men's World Cup,T-30,France,FRA,P-03945,Upamecano,Dayot,18,defender,DF,Dayot Upamecano,dayot upamecano,france,True,50.0,data\raw\player-images\Images\Images\Group D\France Players\Images_Dayot Upamecano,True
13317,WC-2022,2022 FIFA Men's World Cup,T-30,France,FRA,P-35408,Benzema,Karim,19,forward,FW,Karim Benzema,karim benzema,france,False,50.0,data\raw\player-images\Images\Images\Group D\France Players\Images_Karim Benzema,True
13318,WC-2022,2022 FIFA Men's World Cup,T-30,France,FRA,P-06614,Coman,Kingsley,20,forward,FW,Kingsley Coman,kingsley coman,france,True,50.0,data\raw\player-images\Images\Images\Group D\France Players\Images_Kingsley Coman,True
13319,WC-2022,2022 FIFA Men's World Cup,T-30,France,FRA,P-84424,Hernandez,Lucas,21,defender,DF,Lucas Hernandez,lucas hernandez,france,True,50.0,data\raw\player-images\Images\Images\Group D\France Players\Images_Lucas Hernandez,True
13320,WC-2022,2022 FIFA Men's World Cup,T-30,France,FRA,P-09867,Hernandez,Théo,22,defender,DF,Théo Hernandez,theo hernandez,france,True,50.0,data\raw\player-images\Images\Images\Group D\France Players\Images_Theo Hernandez,True
13321,WC-2022,2022 FIFA Men's World Cup,T-30,France,FRA,P-81466,Areola,Alphonse,23,goal keeper,GK,Alphonse Areola,alphonse areola,france,True,50.0,data\raw\player-images\Images\Images\Group D\France Players\Images_Alphonse Areola,True
