group,image_team,image_player,name_norm,team_norm,image_count,folder_path
Group C,Mexico,Guillermo Ochoa,guillermo ochoa,mexico,50,data\raw\player-images\Images\Images\Group C\Mexico Players\Images_Guillermo Ochoa
Group C,Mexico,Henry Martín,henry martin,mexico,50,data\raw\player-images\Images\Images\Group C\Mexico Players\Images_Henry Mart├¡n
Group C,Mexico,Hirving Lozano,hirving lozano,mexico,50,data\raw\player-images\Images\Images\Group C\Mexico Players\Images_Hirving Lozano
Group C,Mexico,Héctor Herrera,hector herrera,mexico,50,data\raw\player-images\Images\Images\Group C\Mexico Players\Images_H├⌐ctor Herrera
Group C,Mexico,Héctor Moreno,hector moreno,mexico,50,data\raw\player-images\Images\Images\Group C\Mexico Players\Images_H├⌐ctor Moreno
Group C,Mexico,Jesús Gallardo,jesus gallardo,mexico,50,data\raw\player-images\Images\Images\Group C\Mexico Players\Images_Jes├║s Gallardo
Group C,Mexico,Johan Vásquez,johan vasquez,mexico,50,data\raw\player-images\Images\Images\Group C\Mexico Players\Images_Johan V├ísquez
Group C,Mexico,Jorge Sánchez,jorge sanchez,mexico,50,data\raw\player-images\Images\Images\Group C\Mexico Players\Images_Jorge S├ínchez
Group C,Mexico,Kevin Álvarez,kevin alvarez,mexico,50,data\raw\player-images\Images\Images\Group C\Mexico Players\Images_Kevin ├ülvarez
Group C,Mexico,Luis Chávez,luis chavez,mexico,50,data\raw\player-images\Images\Images\Group C\Mexico Players\Images_Luis Ch├ívez
Group C,Mexico,Luis Romo,luis romo,mexico,50,data\raw\player-images\Images\Images\Group C\Mexico Players\Images_Luis Romo
Group C,Mexico,Néstor Araujo,nestor araujo,mexico,50,data\raw\player-images\Images\Images\Group C\Mexico Players\Images_N├⌐stor Araujo
Group C,Mexico,Orbelín Pineda,orbelin pineda,mexico,50,data\raw\player-images\Images\Images\Group C\Mexico Players\Images_Orbel├¡n Pineda
Group C,Mexico,Raúl Jiménez,raul jimenez,mexico,50,data\raw\player-images\Images\Images\Group C\Mexico Players\Images_Ra├║l Jim├⌐nez
Group C,Mexico,Roberto Alvarado,roberto alvarado,mexico,50,data\raw\player-images\Images\Images\Group C\Mexico Players\Images_Roberto Alvarado
Group C,Mexico,Rodolfo Cota,rodolfo cota,mexico,50,data\raw\player-images\Images\Images\Group C\Mexico Players\Images_Rodolfo Cota
Group C,Mexico,Rogelio Funes Mori,rogelio funes mori,mexico,50,data\raw\player-images\Images\Images\Group C\Mexico Players\Images_Rogelio Funes Mori
Group C,Mexico,Uriel Antuna,uriel antuna,mexico,50,data\raw\player-images\Images\Images\Group C\Mexico Players\Images_Uriel Antuna
Group C,Mexico,Érick Gutiérrez,erick gutierrez,mexico,50,data\raw\player-images\Images\Images\Group C\Mexico Players\Images_├ërick Guti├⌐rrez
Group C,Poland,Arkadiusz Milik,arkadiusz milik,poland,50,data\raw\player-images\Images\Images\Group C\Poland Players\Images_Arkadiusz Milik
Group C,Poland,Artur Jędrzejczyk,artur jedrzejczyk,poland,50,data\raw\player-images\Images\Images\Group C\Poland Players\Images_Artur J─Ödrzejczyk
Group C,Poland,Bartosz Bereszyński,bartosz bereszynski,poland,50,data\raw\player-images\Images\Images\Group C\Poland Players\Images_Bartosz Bereszy┼äski
Group C,Poland,Damian Szymański,damian szymanski,poland,50,data\raw\player-images\Images\Images\Group C\Poland Players\Images_Damian Szyma┼äski
Group C,Poland,Grzegorz Krychowiak,grzegorz krychowiak,poland,50,data\raw\player-images\Images\Images\Group C\Poland Players\Images_Grzegorz Krychowiak
Group C,Poland,Jakub Kamiński,jakub kaminski,poland,50,data\raw\player-images\Images\Images\Group C\Poland Players\Images_Jakub Kami┼äski
Group C,Poland,Jakub Kiwior,jakub kiwior,poland,50,data\raw\player-images\Images\Images\Group C\Poland Players\Images_Jakub Kiwior
Group C,Poland,Jan Bednarek,jan bednarek,poland,50,data\raw\player-images\Images\Images\Group C\Poland Players\Images_Jan Bednarek
Group C,Poland,Kamil Glik,kamil glik,poland,50,data\raw\player-images\Images\Images\Group C\Poland Players\Images_Kamil Glik
Group C,Poland,Kamil Grabara,kamil grabara,poland,50,data\raw\player-images\Images\Images\Group C\Poland Players\Images_Kamil Grabara
Group C,Poland,Kamil Grosicki,kamil grosicki,poland,50,data\raw\player-images\Images\Images\Group C\Poland Players\Images_Kamil Grosicki
Group C,Poland,Karol Świderski,karol swiderski,poland,50,data\raw\player-images\Images\Images\Group C\Poland Players\Images_Karol ┼Üwiderski
Group C,Poland,Krystian Bielik,krystian bielik,poland,50,data\raw\player-images\Images\Images\Group C\Poland Players\Images_Krystian Bielik
Group C,Poland,Krzysztof Piątek,krzysztof piatek,poland,50,data\raw\player-images\Images\Images\Group C\Poland Players\Images_Krzysztof Pi─àtek
Group C,Poland,Mateusz Wieteska,mateusz wieteska,poland,50,data\raw\player-images\Images\Images\Group C\Poland Players\Images_Mateusz Wieteska
Group C,Poland,Matty Cash,matty cash,poland,50,data\raw\player-images\Images\Images\Group C\Poland Players\Images_Matty Cash
Group C,Poland,Michał Skóraś,micha skoras,poland,50,data\raw\player-images\Images\Images\Group C\Poland Players\Images_Micha┼é Sk├│ra┼¢
Group C,Poland,Nicola Zalewski,nicola zalewski,poland,50,data\raw\player-images\Images\Images\Group C\Poland Players\Images_Nicola Zalewski
Group C,Poland,Piotr Zieliński,piotr zielinski,poland,50,data\raw\player-images\Images\Images\Group C\Poland Players\Images_Piotr Zieli┼äski
Group C,Poland,Przemysław Frankowski,przemys aw frankowski,poland,50,data\raw\player-images\Images\Images\Group C\Poland Players\Images_Przemys┼éaw Frankowski
Group C,Poland,Robert Gumny,robert gumny,poland,50,data\raw\player-images\Images\Images\Group C\Poland Players\Images_Robert Gumny
Group C,Poland,Robert Lewandowski,robert lewandowski,poland,50,data\raw\player-images\Images\Images\Group C\Poland Players\Images_Robert Lewandowski (captain)
Group C,Poland,Sebastian Szymański,sebastian szymanski,poland,50,data\raw\player-images\Images\Images\Group C\Poland Players\Images_Sebastian Szyma┼äski
Group C,Poland,Szymon Żurkowski,szymon zurkowski,poland,50,data\raw\player-images\Images\Images\Group C\Poland Players\Images_Szymon ┼╗urkowski
Group C,Poland,Wojciech Szczęsny,wojciech szczesny,poland,50,data\raw\player-images\Images\Images\Group C\Poland Players\Images_Wojciech Szcz─Ösny
Group C,Poland,Łukasz Skorupski,ukasz skorupski,poland,50,data\raw\player-images\Images\Images\Group C\Poland Players\Images_┼üukasz Skorupski
Group C,Saudi Arabia,Abdulelah Al-Amri,abdulelah al amri,saudi arabia,50,data\raw\player-images\Images\Images\Group C\Saudi Arabia Players\Images_Abdulelah Al-Amri
Group C,Saudi Arabia,Abdulellah Al-Malki,abdulellah al malki,saudi arabia,50,data\raw\player-images\Images\Images\Group C\Saudi Arabia Players\Images_Abdulellah Al-Malki
Group C,Saudi Arabia,Abdullah Madu,abdullah madu,saudi arabia,50,data\raw\player-images\Images\Images\Group C\Saudi Arabia Players\Images_Abdullah Madu
Group C,Saudi Arabia,Abdullah Otayf,abdullah otayf,saudi arabia,50,data\raw\player-images\Images\Images\Group C\Saudi Arabia Players\Images_Abdullah Otayf
Group C,Saudi Arabia,Abdulrahman Al-Aboud,abdulrahman al aboud,saudi arabia,33,data\raw\player-images\Images\Images\Group C\Saudi Arabia Players\Images_Abdulrahman Al-Aboud
Group C,Saudi Arabia,Ali Al-Bulaihi,ali al bulaihi,saudi arabia,50,data\raw\player-images\Images\Images\Group C\Saudi Arabia Players\Images_Ali Al-Bulaihi
Group C,Saudi Arabia,Ali Al-Hassan,ali al hassan,saudi arabia,50,data\raw\player-images\Images\Images\Group C\Saudi Arabia Players\Images_Ali Al-Hassan
Group C,Saudi Arabia,Firas Al-Buraikan,firas al buraikan,saudi arabia,50,data\raw\player-images\Images\Images\Group C\Saudi Arabia Players\Images_Firas Al-Buraikan
Group C,Saudi Arabia,Haitham Asiri,haitham asiri,saudi arabia,50,data\raw\player-images\Images\Images\Group C\Saudi Arabia Players\Images_Haitham Asiri
Group C,Saudi Arabia,Hassan Al-Tambakti,hassan al tambakti,saudi arabia,50,data\raw\player-images\Images\Images\Group C\Saudi Arabia Players\Images_Hassan Al-Tambakti
Group C,Saudi Arabia,Hattan Bahebri,hattan bahebri,saudi arabia,50,data\raw\player-images\Images\Images\Group C\Saudi Arabia Players\Images_Hattan Bahebri
Group C,Saudi Arabia,Mohamed Kanno,mohamed kanno,saudi arabia,50,data\raw\player-images\Images\Images\Group C\Saudi Arabia Players\Images_Mohamed Kanno
Group C,Saudi Arabia,Mohammed Al-Breik,mohammed al breik,saudi arabia,50,data\raw\player-images\Images\Images\Group C\Saudi Arabia Players\Images_Mohammed Al-Breik
Group C,Saudi Arabia,Mohammed Al-Owais,mohammed al owais,saudi arabia,50,data\raw\player-images\Images\Images\Group C\Saudi Arabia Players\Images_Mohammed Al-Owais
Group C,Saudi Arabia,Mohammed Al-Rubaie,mohammed al rubaie,saudi arabia,50,data\raw\player-images\Images\Images\Group C\Saudi Arabia Players\Images_Mohammed Al-Rubaie
Group C,Saudi Arabia,Nasser Al-Dawsari,nasser al dawsari,saudi arabia,50,data\raw\player-images\Images\Images\Group C\Saudi Arabia Players\Images_Nasser Al-Dawsari
Group C,Saudi Arabia,Nawaf Al-Abed,nawaf al abed,saudi arabia,50,data\raw\player-images\Images\Images\Group C\Saudi Arabia Players\Images_Nawaf Al-Abed
Group C,Saudi Arabia,Nawaf Al-Aqidi,nawaf al aqidi,saudi arabia,50,data\raw\player-images\Images\Images\Group C\Saudi Arabia Players\Images_Nawaf Al-Aqidi
Group C,Saudi Arabia,Riyadh Sharahili,riyadh sharahili,saudi arabia,50,data\raw\player-images\Images\Images\Group C\Saudi Arabia Players\Images_Riyadh Sharahili
Group C,Saudi Arabia,Saleh Al-Shehri,saleh al shehri,saudi arabia,50,data\raw\player-images\Images\Images\Group C\Saudi Arabia Players\Images_Saleh Al-Shehri
Group C,Saudi Arabia,Salem Al-Dawsari,salem al dawsari,saudi arabia,50,data\raw\player-images\Images\Images\Group C\Saudi Arabia Players\Images_Salem Al-Dawsari
Group C,Saudi Arabia,Salman Al-Faraj,salman al faraj,saudi arabia,50,data\raw\player-images\Images\Images\Group C\Saudi Arabia Players\Images_Salman Al-Faraj (captain)
Group C,Saudi Arabia,Sami Al-Najei,sami al najei,saudi arabia,50,data\raw\player-images\Images\Images\Group C\Saudi Arabia Players\Images_Sami Al-Najei
Group C,Saudi Arabia,Saud Abdulhamid,saud abdulhamid,saudi arabia,50,data\raw\player-images\Images\Images\Group C\Saudi Arabia Players\Images_Saud Abdulhamid
Group C,Saudi Arabia,Sultan Al-Ghannam,sultan al ghannam,saudi arabia,50,data\raw\player-images\Images\Images\Group C\Saudi Arabia Players\Images_Sultan Al-Ghannam
Group C,Saudi Arabia,Yasser Al-Shahrani,yasser al shahrani,saudi arabia,50,data\raw\player-images\Images\Images\Group C\Saudi Arabia Players\Images_Yasser Al-Shahrani
Group D,Australia,Aaron Mooy,aaron mooy,australia,50,data\raw\player-images\Images\Images\Group D\Australia Players\Images_Aaron Mooy
Group D,Australia,Ajdin Hrustic,ajdin hrustic,australia,50,data\raw\player-images\Images\Images\Group D\Australia Players\Images_Ajdin Hrustic
Group D,Australia,Andrew Redmayne,andrew redmayne,australia,50,data\raw\player-images\Images\Images\Group D\Australia Players\Images_Andrew Redmayne
Group D,Australia,Awer Mabil,awer mabil,australia,50,data\raw\player-images\Images\Images\Group D\Australia Players\Images_Awer Mabil
Group D,Australia,Aziz Behich,aziz behich,australia,50,data\raw\player-images\Images\Images\Group D\Australia Players\Images_Aziz Behich
Group D,Australia,Bailey Wright,bailey wright,australia,50,data\raw\player-images\Images\Images\Group D\Australia Players\Images_Bailey Wright
Group D,Australia,Cameron Devlin,cameron devlin,australia,50,data\raw\player-images\Images\Images\Group D\Australia Players\Images_Cameron Devlin
Group D,Australia,Craig Goodwin,craig goodwin,australia,50,data\raw\player-images\Images\Images\Group D\Australia Players\Images_Craig Goodwin
Group D,Australia,Danny Vukovic,danny vukovic,australia,50,data\raw\player-images\Images\Images\Group D\Australia Players\Images_Danny Vukovic
Group D,Australia,Fran Karačić,fran karacic,australia,50,data\raw\player-images\Images\Images\Group D\Australia Players\Images_Fran Kara─ìi─ç
Group D,Australia,Garang Kuol,garang kuol,australia,50,data\raw\player-images\Images\Images\Group D\Australia Players\Images_Garang Kuol
Group D,Australia,Harry Souttar,harry souttar,australia,50,data\raw\player-images\Images\Images\Group D\Australia Players\Images_Harry Souttar
Group D,Australia,Jackson Irvine,jackson irvine,australia,50,data\raw\player-images\Images\Images\Group D\Australia Players\Images_Jackson Irvine
Group D,Australia,Jamie Maclaren,jamie maclaren,australia,50,data\raw\player-images\Images\Images\Group D\Australia Players\Images_Jamie Maclaren
Group D,Australia,Jason Cummings,jason cummings,australia,50,data\raw\player-images\Images\Images\Group D\Australia Players\Images_Jason Cummings
Group D,Australia,Joel King,joel king,australia,50,data\raw\player-images\Images\Images\Group D\Australia Players\Images_Joel King
Group D,Australia,Keanu Baccus,keanu baccus,australia,50,data\raw\player-images\Images\Images\Group D\Australia Players\Images_Keanu Baccus
Group D,Australia,Kye Rowles,kye rowles,australia,50,data\raw\player-images\Images\Images\Group D\Australia Players\Images_Kye Rowles
Group D,Australia,Martin Boyle,martin boyle,australia,50,data\raw\player-images\Images\Images\Group D\Australia Players\Images_Martin Boyle
Group D,Australia,Mathew Leckie,mathew leckie,australia,50,data\raw\player-images\Images\Images\Group D\Australia Players\Images_Mathew Leckie
Group D,Australia,Mathew Ryan,mathew ryan,australia,50,data\raw\player-images\Images\Images\Group D\Australia Players\Images_Mathew Ryan (captain)
Group D,Australia,Miloš Degenek,milos degenek,australia,50,data\raw\player-images\Images\Images\Group D\Australia Players\Images_Milo┼í Degenek
Group D,Australia,Mitchell Duke,mitchell duke,australia,50,data\raw\player-images\Images\Images\Group D\Australia Players\Images_Mitchell Duke
Group D,Australia,Nathaniel Atkinson,nathaniel atkinson,australia,50,data\raw\player-images\Images\Images\Group D\Australia Players\Images_Nathaniel Atkinson
Group D,Australia,Riley McGree,riley mcgree,australia,50,data\raw\player-images\Images\Images\Group D\Australia Players\Images_Riley McGree
Group D,Australia,Thomas Deng,thomas deng,australia,50,data\raw\player-images\Images\Images\Group D\Australia Players\Images_Thomas Deng
Group D,Denmark,Alexander Bah,alexander bah,denmark,50,data\raw\player-images\Images\Images\Group D\Denmark Players\Images_Alexander Bah
Group D,Denmark,Andreas Christensen,andreas christensen,denmark,50,data\raw\player-images\Images\Images\Group D\Denmark Players\Images_Andreas Christensen
Group D,Denmark,Andreas Cornelius,andreas cornelius,denmark,50,data\raw\player-images\Images\Images\Group D\Denmark Players\Images_Andreas Cornelius
Group D,Denmark,Andreas Skov Olsen,andreas skov olsen,denmark,50,data\raw\player-images\Images\Images\Group D\Denmark Players\Images_Andreas Skov Olsen
Group D,Denmark,Christian Eriksen,christian eriksen,denmark,50,data\raw\player-images\Images\Images\Group D\Denmark Players\Images_Christian Eriksen
Group D,Denmark,Christian Nørgaard,christian n rgaard,denmark,50,data\raw\player-images\Images\Images\Group D\Denmark Players\Images_Christian N├╕rgaard
Group D,Denmark,Daniel Wass,daniel wass,denmark,50,data\raw\player-images\Images\Images\Group D\Denmark Players\Images_Daniel Wass
Group D,Denmark,Frederik Rønnow,frederik r nnow,denmark,50,data\raw\player-images\Images\Images\Group D\Denmark Players\Images_Frederik R├╕nnow
Group D,Denmark,Jens Stryger Larsen,jens stryger larsen,denmark,50,data\raw\player-images\Images\Images\Group D\Denmark Players\Images_Jens Stryger Larsen
Group D,Denmark,Jesper Lindstrøm,jesper lindstr m,denmark,50,data\raw\player-images\Images\Images\Group D\Denmark Players\Images_Jesper Lindstr├╕m
Group D,Denmark,Joachim Andersen,joachim andersen,denmark,50,data\raw\player-images\Images\Images\Group D\Denmark Players\Images_Joachim Andersen
Group D,Denmark,Joakim Mæhle,joakim m hle,denmark,50,data\raw\player-images\Images\Images\Group D\Denmark Players\Images_Joakim M├ªhle
Group D,Denmark,Jonas Wind,jonas wind,denmark,50,data\raw\player-images\Images\Images\Group D\Denmark Players\Images_Jonas Wind
Group D,Denmark,Kasper Dolberg,kasper dolberg,denmark,50,data\raw\player-images\Images\Images\Group D\Denmark Players\Images_Kasper Dolberg
Group D,Denmark,Kasper Schmeichel,kasper schmeichel,denmark,50,data\raw\player-images\Images\Images\Group D\Denmark Players\Images_Kasper Schmeichel
Group D,Denmark,Martin Braithwaite,martin braithwaite,denmark,50,data\raw\player-images\Images\Images\Group D\Denmark Players\Images_Martin Braithwaite
Group D,Denmark,Mathias Jensen,mathias jensen,denmark,50,data\raw\player-images\Images\Images\Group D\Denmark Players\Images_Mathias Jensen
Group D,Denmark,Mikkel Damsgaard,mikkel damsgaard,denmark,50,data\raw\player-images\Images\Images\Group D\Denmark Players\Images_Mikkel Damsgaard
Group D,Denmark,Oliver Christensen,oliver christensen,denmark,50,data\raw\player-images\Images\Images\Group D\Denmark Players\Images_Oliver Christensen
Group D,Denmark,Pierre-Emile Højbjerg,pierre emile h jbjerg,denmark,50,data\raw\player-images\Images\Images\Group D\Denmark Players\Images_Pierre-Emile H├╕jbjerg
Group D,Denmark,Rasmus Kristensen,rasmus kristensen,denmark,50,data\raw\player-images\Images\Images\Group D\Denmark Players\Images_Rasmus Kristensen
Group D,Denmark,Robert Skov,robert skov,denmark,50,data\raw\player-images\Images\Images\Group D\Denmark Players\Images_Robert Skov
Group D,Denmark,Simon Kjær,simon kj r,denmark,50,data\raw\player-images\Images\Images\Group D\Denmark Players\Images_Simon Kj├ªr (captain)
Group D,Denmark,Thomas Delaney,thomas delaney,denmark,50,data\raw\player-images\Images\Images\Group D\Denmark Players\Images_Thomas Delaney
Group D,Denmark,Victor Nelsson,victor nelsson,denmark,50,data\raw\player-images\Images\Images\Group D\Denmark Players\Images_Victor Nelsson
Group D,Denmark,Yussuf Poulsen,yussuf poulsen,denmark,50,data\raw\player-images\Images\Images\Group D\Denmark Players\Images_Yussuf Poulsen
Group D,France,Adrien Rabiot,adrien rabiot,france,50,data\raw\player-images\Images\Images\Group D\France Players\Images_Adrien Rabiot
Group D,France,Alphonse Areola,alphonse areola,france,50,data\raw\player-images\Images\Images\Group D\France Players\Images_Alphonse Areola
Group D,France,Antoine Griezmann,antoine griezmann,france,50,data\raw\player-images\Images\Images\Group D\France Players\Images_Antoine Griezmann
Group D,France,Aurélien Tchouaméni,aurelien tchouameni,france,50,data\raw\player-images\Images\Images\Group D\France Players\Images_Aur├⌐lien Tchouam├⌐ni
Group D,France,Axel Disasi,axel disasi,france,50,data\raw\player-images\Images\Images\Group D\France Players\Images_Axel Disasi
Group D,France,Benjamin Pavard,benjamin pavard,france,50,data\raw\player-images\Images\Images\Group D\France Players\Images_Benjamin Pavard
Group D,France,Dayot Upamecano,dayot upamecano,france,50,data\raw\player-images\Images\Images\Group D\France Players\Images_Dayot Upamecano
Group D,France,Eduardo Camavinga,eduardo camavinga,france,50,data\raw\player-images\Images\Images\Group D\France Players\Images_Eduardo Camavinga
Group D,France,Hugo Lloris,hugo lloris,france,50,data\raw\player-images\Images\Images\Group D\France Players\Images_Hugo Lloris (captain)
Group D,France,Ibrahima Konaté,ibrahima konate,france,50,data\raw\player-images\Images\Images\Group D\France Players\Images_Ibrahima Konat├⌐
Group D,France,Jordan Veretout,jordan veretout,france,50,data\raw\player-images\Images\Images\Group D\France Players\Images_Jordan Veretout
Group D,France,Jules Koundé,jules kounde,france,50,data\raw\player-images\Images\Images\Group D\France Players\Images_Jules Kound├⌐
Group D,France,Karim Benzema,karim benzema,france,50,data\raw\player-images\Images\Images\Group D\France Players\Images_Karim Benzema
Group D,France,Kingsley Coman,kingsley coman,france,50,data\raw\player-images\Images\Images\Group D\France Players\Images_Kingsley Coman
Group D,France,Kylian Mbappé,kylian mbappe,france,50,data\raw\player-images\Images\Images\Group D\France Players\Images_Kylian Mbapp├⌐
Group D,France,Lucas Hernandez,lucas hernandez,france,50,data\raw\player-images\Images\Images\Group D\France Players\Images_Lucas Hernandez
Group D,France,Marcus Thuram,marcus thuram,france,50,data\raw\player-images\Images\Images\Group D\France Players\Images_Marcus Thuram
Group D,France,Matteo Guendouzi,matteo guendouzi,france,50,data\raw\player-images\Images\Images\Group D\France Players\Images_Matteo Guendouzi
Group D,France,Olivier Giroud,olivier giroud,france,50,data\raw\player-images\Images\Images\Group D\France Players\Images_Olivier Giroud
Group D,France,Ousmane Dembélé,ousmane dembele,france,50,data\raw\player-images\Images\Images\Group D\France Players\Images_Ousmane Demb├⌐l├⌐
Group D,France,Randal Kolo Muani,randal kolo muani,france,50,data\raw\player-images\Images\Images\Group D\France Players\Images_Randal Kolo Muani
Group D,France,Raphaël Varane,raphael varane,france,50,data\raw\player-images\Images\Images\Group D\France Players\Images_Rapha├½l Varane
Group D,France,Steve Mandanda,steve mandanda,france,50,data\raw\player-images\Images\Images\Group D\France Players\Images_Steve Mandanda
Group D,France,Theo Hernandez,theo hernandez,france,50,data\raw\player-images\Images\Images\Group D\France Players\Images_Theo Hernandez
Group D,France,William Saliba,william saliba,france,50,data\raw\player-images\Images\Images\Group D\France Players\Images_William Saliba
Group D,France,Youssouf Fofana,youssouf fofana,france,50,data\raw\player-images\Images\Images\Group D\France Players\Images_Youssouf Fofana
Group D,Tunisia,Ali Abdi,ali abdi,tunisia,50,data\raw\player-images\Images\Images\Group D\Tunisia Players\Images_Ali Abdi
Group D,Tunisia,Ali Maâloul,ali maaloul,tunisia,50,data\raw\player-images\Images\Images\Group D\Tunisia Players\Images_Ali Ma├óloul
Group D,Tunisia,Anis Ben Slimane,anis ben slimane,tunisia,50,data\raw\player-images\Images\Images\Group D\Tunisia Players\Images_Anis Ben Slimane
Group D,Tunisia,Aymen Dahmen,aymen dahmen,tunisia,50,data\raw\player-images\Images\Images\Group D\Tunisia Players\Images_Aymen Dahmen
Group D,Tunisia,Aymen Mathlouthi,aymen mathlouthi,tunisia,50,data\raw\player-images\Images\Images\Group D\Tunisia Players\Images_Aymen Mathlouthi
Group D,Tunisia,Aïssa Laïdouni,aissa laidouni,tunisia,50,data\raw\player-images\Images\Images\Group D\Tunisia Players\Images_A├»ssa La├»douni
Group D,Tunisia,Bechir Ben Saïd,bechir ben said,tunisia,50,data\raw\player-images\Images\Images\Group D\Tunisia Players\Images_Bechir Ben Sa├»d
Group D,Tunisia,Bilel Ifa,bilel ifa,tunisia,50,data\raw\player-images\Images\Images\Group D\Tunisia Players\Images_Bilel Ifa
Group D,Tunisia,Dylan Bronn,dylan bronn,tunisia,50,data\raw\player-images\Images\Images\Group D\Tunisia Players\Images_Dylan Bronn
Group D,Tunisia,Ellyes Skhiri,ellyes skhiri,tunisia,50,data\raw\player-images\Images\Images\Group D\Tunisia Players\Images_Ellyes Skhiri
Group D,Tunisia,Ferjani Sassi,ferjani sassi,tunisia,50,data\raw\player-images\Images\Images\Group D\Tunisia Players\Images_Ferjani Sassi
Group D,Tunisia,Ghailene Chaalali,ghailene chaalali,tunisia,50,data\raw\player-images\Images\Images\Group D\Tunisia Players\Images_Ghailene Chaalali
Group D,Tunisia,Hannibal Mejbri,hannibal mejbri,tunisia,50,data\raw\player-images\Images\Images\Group D\Tunisia Players\Images_Hannibal Mejbri
Group D,Tunisia,Issam Jebali,issam jebali,tunisia,50,data\raw\player-images\Images\Images\Group D\Tunisia Players\Images_Issam Jebali
Group D,Tunisia,Mohamed Ali Ben Romdhane,mohamed ali ben romdhane,tunisia,50,data\raw\player-images\Images\Images\Group D\Tunisia Players\Images_Mohamed Ali Ben Romdhane
Group D,Tunisia,Mohamed Dräger,mohamed drager,tunisia,50,data\raw\player-images\Images\Images\Group D\Tunisia Players\Images_Mohamed Dr├ñger
Group D,Tunisia,Montassar Talbi,montassar talbi,tunisia,50,data\raw\player-images\Images\Images\Group D\Tunisia Players\Images_Montassar Talbi
Group D,Tunisia,Mouez Hassen,mouez hassen,tunisia,50,data\raw\player-images\Images\Images\Group D\Tunisia Players\Images_Mouez Hassen
Group D,Tunisia,Nader Ghandri,nader ghandri,tunisia,50,data\raw\player-images\Images\Images\Group D\Tunisia Players\Images_Nader Ghandri
Group D,Tunisia,Naïm Sliti,naim sliti,tunisia,50,data\raw\player-images\Images\Images\Group D\Tunisia Players\Images_Na├»m Sliti
Group D,Tunisia,Seifeddine Jaziri,seifeddine jaziri,tunisia,50,data\raw\player-images\Images\Images\Group D\Tunisia Players\Images_Seifeddine Jaziri
Group D,Tunisia,Taha Yassine Khenissi,taha yassine khenissi,tunisia,50,data\raw\player-images\Images\Images\Group D\Tunisia Players\Images_Taha Yassine Khenissi
Group D,Tunisia,Wahbi Khazri,wahbi khazri,tunisia,50,data\raw\player-images\Images\Images\Group D\Tunisia Players\Images_Wahbi Khazri
Group D,Tunisia,Wajdi Kechrida,wajdi kechrida,tunisia,50,data\raw\player-images\Images\Images\Group D\Tunisia Players\Images_Wajdi Kechrida
Group D,Tunisia,Yassine Meriah,yassine meriah,tunisia,50,data\raw\player-images\Images\Images\Group D\Tunisia Players\Images_Yassine Meriah
Group D,Tunisia,Youssef Msakni,youssef msakni,tunisia,50,data\raw\player-images\Images\Images\Group D\Tunisia Players\Images_Youssef Msakni (captain)
Group E,Costa Rica,Anthony Contreras,anthony contreras,costa rica,50,data\raw\player-images\Images\Images\Group E\Costa Rica Players\Images_Anthony Contreras
Group E,Costa Rica,Anthony Hernández,anthony hernandez,costa rica,50,data\raw\player-images\Images\Images\Group E\Costa Rica Players\Images_Anthony Hern├índez
Group E,Costa Rica,Brandon Aguilera,brandon aguilera,costa rica,50,data\raw\player-images\Images\Images\Group E\Costa Rica Players\Images_Brandon Aguilera
Group E,Costa Rica,Bryan Oviedo,bryan oviedo,costa rica,50,data\raw\player-images\Images\Images\Group E\Costa Rica Players\Images_Bryan Oviedo
Group E,Costa Rica,Bryan Ruiz,bryan ruiz,costa rica,50,data\raw\player-images\Images\Images\Group E\Costa Rica Players\Images_Bryan Ruiz (captain)
Group E,Costa Rica,Carlos Martínez,carlos martinez,costa rica,50,data\raw\player-images\Images\Images\Group E\Costa Rica Players\Images_Carlos Mart├¡nez
Group E,Costa Rica,Celso Borges,celso borges,costa rica,50,data\raw\player-images\Images\Images\Group E\Costa Rica Players\Images_Celso Borges
Group E,Costa Rica,Daniel Chacón,daniel chacon,costa rica,50,data\raw\player-images\Images\Images\Group E\Costa Rica Players\Images_Daniel Chac├│n
Group E,Costa Rica,Douglas López,douglas lopez,costa rica,50,data\raw\player-images\Images\Images\Group E\Costa Rica Players\Images_Douglas L├│pez
Group E,Costa Rica,Esteban Alvarado,esteban alvarado,costa rica,50,data\raw\player-images\Images\Images\Group E\Costa Rica Players\Images_Esteban Alvarado
Group E,Costa Rica,Francisco Calvo,francisco calvo,costa rica,50,data\raw\player-images\Images\Images\Group E\Costa Rica Players\Images_Francisco Calvo
Group E,Costa Rica,Gerson Torres,gerson torres,costa rica,50,data\raw\player-images\Images\Images\Group E\Costa Rica Players\Images_Gerson Torres
Group E,Costa Rica,Jewison Bennette,jewison bennette,costa rica,50,data\raw\player-images\Images\Images\Group E\Costa Rica Players\Images_Jewison Bennette
Group E,Costa Rica,Joel Campbell,joel campbell,costa rica,50,data\raw\player-images\Images\Images\Group E\Costa Rica Players\Images_Joel Campbell
Group E,Costa Rica,Johan Venegas,johan venegas,costa rica,50,data\raw\player-images\Images\Images\Group E\Costa Rica Players\Images_Johan Venegas
Group E,Costa Rica,Juan Pablo Vargas,juan pablo vargas,costa rica,50,data\raw\player-images\Images\Images\Group E\Costa Rica Players\Images_Juan Pablo Vargas
