group,image_team,image_player,name_norm,team_norm,image_count,folder_path
Group A,Netherlands,Andries Noppert,andries noppert,netherlands,50,data\raw\player-images\Images\Images\Group A\Netherland Players\Images_Andries Noppert
Group A,Netherlands,Cody Gakpo,cody gakpo,netherlands,50,data\raw\player-images\Images\Images\Group A\Netherland Players\Images_Cody Gakpo
Group A,Netherlands,Daley Blind,daley blind,netherlands,50,data\raw\player-images\Images\Images\Group A\Netherland Players\Images_Daley Blind
Group A,Netherlands,Davy Klaassen,davy klaassen,netherlands,50,data\raw\player-images\Images\Images\Group A\Netherland Players\Images_Davy Klaassen
Group A,Netherlands,Denzel Dumfries,denzel dumfries,netherlands,50,data\raw\player-images\Images\Images\Group A\Netherland Players\Images_Denzel Dumfries
Group A,Netherlands,Frenkie de Jong,frenkie de jong,netherlands,50,data\raw\player-images\Images\Images\Group A\Netherland Players\Images_Frenkie de Jong
Group A,Netherlands,Jeremie Frimpong,jeremie frimpong,netherlands,50,data\raw\player-images\Images\Images\Group A\Netherland Players\Images_Jeremie Frimpong
Group A,Netherlands,Jurriën Timber,jurrien timber,netherlands,50,data\raw\player-images\Images\Images\Group A\Netherland Players\Images_Jurri├½n Timber
Group A,Netherlands,Justin Bijlow,justin bijlow,netherlands,50,data\raw\player-images\Images\Images\Group A\Netherland Players\Images_Justin Bijlow
Group A,Netherlands,Kenneth Taylor,kenneth taylor,netherlands,50,data\raw\player-images\Images\Images\Group A\Netherland Players\Images_Kenneth Taylor
Group A,Netherlands,Luuk de Jong,luuk de jong,netherlands,50,data\raw\player-images\Images\Images\Group A\Netherland Players\Images_Luuk de Jong
Group A,Netherlands,Marten de Roon,marten de roon,netherlands,50,data\raw\player-images\Images\Images\Group A\Netherland Players\Images_Marten de Roon
Group A,Netherlands,Matthijs de Ligt,matthijs de ligt,netherlands,50,data\raw\player-images\Images\Images\Group A\Netherland Players\Images_Matthijs de Ligt
Group A,Netherlands,Memphis Depay,memphis depay,netherlands,50,data\raw\player-images\Images\Images\Group A\Netherland Players\Images_Memphis Depay
Group A,Netherlands,Nathan Aké,nathan ake,netherlands,50,data\raw\player-images\Images\Images\Group A\Netherland Players\Images_Nathan Ak├⌐
Group A,Netherlands,Noa Lang,noa lang,netherlands,50,data\raw\player-images\Images\Images\Group A\Netherland Players\Images_Noa Lang
Group A,Netherlands,Remko Pasveer,remko pasveer,netherlands,50,data\raw\player-images\Images\Images\Group A\Netherland Players\Images_Remko Pasveer
Group A,Netherlands,Stefan de Vrij,stefan de vrij,netherlands,50,data\raw\player-images\Images\Images\Group A\Netherland Players\Images_Stefan de Vrij
Group A,Netherlands,Steven Berghuis,steven berghuis,netherlands,50,data\raw\player-images\Images\Images\Group A\Netherland Players\Images_Steven Berghuis
Group A,Netherlands,Steven Bergwijn,steven bergwijn,netherlands,50,data\raw\player-images\Images\Images\Group A\Netherland Players\Images_Steven Bergwijn
Group A,Netherlands,Teun Koopmeiners,teun koopmeiners,netherlands,50,data\raw\player-images\Images\Images\Group A\Netherland Players\Images_Teun Koopmeiners
Group A,Netherlands,Tyrell Malacia,tyrell malacia,netherlands,50,data\raw\player-images\Images\Images\Group A\Netherland Players\Images_Tyrell Malacia
Group A,Netherlands,Vincent Janssen,vincent janssen,netherlands,50,data\raw\player-images\Images\Images\Group A\Netherland Players\Images_Vincent Janssen
Group A,Netherlands,Virgil van Dijk,virgil van dijk,netherlands,50,data\raw\player-images\Images\Images\Group A\Netherland Players\Images_Virgil van Dijk (captain)
Group A,Netherlands,Wout Weghorst,wout weghorst,netherlands,50,data\raw\player-images\Images\Images\Group A\Netherland Players\Images_Wout Weghorst
Group A,Netherlands,Xavi Simons,xavi simons,netherlands,50,data\raw\player-images\Images\Images\Group A\Netherland Players\Images_Xavi Simons
Group A,Qatar,Abdelkarim Hassan,abdelkarim hassan,qatar,50,data\raw\player-images\Images\Images\Group A\Qatar Players\Images_Abdelkarim Hassan
Group A,Qatar,Abdulaziz Hatem,abdulaziz hatem,qatar,50,data\raw\player-images\Images\Images\Group A\Qatar Players\Images_Abdulaziz Hatem
Group A,Qatar,Ahmed Alaaeldin,ahmed alaaeldin,qatar,50,data\raw\player-images\Images\Images\Group A\Qatar Players\Images_Ahmed Alaaeldin
Group A,Qatar,Akram Afif,akram afif,qatar,50,data\raw\player-images\Images\Images\Group A\Qatar Players\Images_Akram Afif
Group A,Qatar,Ali Assadalla,ali assadalla,qatar,50,data\raw\player-images\Images\Images\Group A\Qatar Players\Images_Ali Assadalla
Group A,Qatar,Almoez Ali,almoez ali,qatar,50,data\raw\player-images\Images\Images\Group A\Qatar Players\Images_Almoez Ali
Group A,Qatar,Assim Madibo,assim madibo,qatar,50,data\raw\player-images\Images\Images\Group A\Qatar Players\Images_Assim Madibo
Group A,Qatar,Bassam Al-Rawi,bassam al rawi,qatar,50,data\raw\player-images\Images\Images\Group A\Qatar Players\Images_Bassam Al-Rawi
Group A,Qatar,Boualem Khoukhi,boualem khoukhi,qatar,50,data\raw\player-images\Images\Images\Group A\Qatar Players\Images_Boualem Khoukhi
Group A,Qatar,Hassan Al-Haydos,hassan al haydos,qatar,50,data\raw\player-images\Images\Images\Group A\Qatar Players\Images_Hassan Al-Haydos (captain)
Group A,Qatar,Homam Ahmed,homam ahmed,qatar,50,data\raw\player-images\Images\Images\Group A\Qatar Players\Images_Homam Ahmed
Group A,Qatar,Ismaeel Mohammad,ismaeel mohammad,qatar,50,data\raw\player-images\Images\Images\Group A\Qatar Players\Images_Ismaeel Mohammad
Group A,Qatar,Jassem Gaber,jassem gaber,qatar,50,data\raw\player-images\Images\Images\Group A\Qatar Players\Images_Jassem Gaber
