player_id,full_name,team,folder,ok
P-21652,Amadou Onana,Belgium,data/raw/player-images/Images/Images/Group F/Belgium Players/Images_Amadou Onana,True
P-73834,Leander Dendoncker,Belgium,data/raw/player-images/Images/Images/Group F/Belgium Players/Images_Leander Dendoncker,True
P-81997,Hans Vanaken,Belgium,data/raw/player-images/Images/Images/Group F/Belgium Players/Images_Hans Vanaken,True
P-56069,Timothy Castagne,Belgium,data/raw/player-images/Images/Images/Group F/Belgium Players/Images_Timothy Castagne,True
P-61810,Charles De Ketelaere,Belgium,data/raw/player-images/Images/Images/Group F/Belgium Players/Images_Charles De Ketelaere,True
P-13975,Michy Batshuayi,Belgium,data/raw/player-images/Images/Images/Group F/Belgium Players/Images_Michy Batshuayi,True
P-70691,Loïs Openda,Belgium,data/raw/player-images/Images/Images/Group F/Belgium Players/Images_Lo├»s Openda,True
P-29578,Jérémy Doku,Belgium,data/raw/player-images/Images/Images/Group F/Belgium Players/Images_J├⌐r├⌐my Doku,True
P-56669,Zeno Debast,Belgium,data/raw/player-images/Images/Images/Group F/Belgium Players/Images_Zeno Debast,True
P-21531,Alisson,Brazil,data/raw/player-images/Images/Images/Group G/Brazil Players/Images_Alisson,True
P-40137,Danilo,Brazil,data/raw/player-images/Images/Images/Group G/Brazil Players/Images_Danilo,True
P-32798,Thiago Silva,Brazil,data/raw/player-images/Images/Images/Group G/Brazil Players/Images_Thiago Silva (captain),True
P-76060,Marquinhos,Brazil,data/raw/player-images/Images/Images/Group G/Brazil Players/Images_Marquinhos,True
P-02305,Casemiro,Brazil,data/raw/player-images/Images/Images/Group G/Brazil Players/Images_Casemiro,True
P-97698,Alex Sandro,Brazil,data/raw/player-images/Images/Images/Group G/Brazil Players/Images_Alex Sandro,True
P-05164,Lucas Paquetá,Brazil,data/raw/player-images/Images/Images/Group G/Brazil Players/Images_Lucas Paquet├í,True
P-74941,Fred,Brazil,data/raw/player-images/Images/Images/Group G/Brazil Players/Images_Fred,True
P-68016,Richarlison,Brazil,data/raw/player-images/Images/Images/Group G/Brazil Players/Images_Richarlison,True
P-87008,Neymar,Brazil,data/raw/player-images/Images/Images/Group G/Brazil Players/Images_Neymar,True
P-83169,Raphinha,Brazil,data/raw/player-images/Images/Images/Group G/Brazil Players/Images_Raphinha,True
P-66020,Weverton,Brazil,data/raw/player-images/Images/Images/Group G/Brazil Players/Images_Weverton,True
P-09441,Dani Alves,Brazil,data/raw/player-images/Images/Images/Group G/Brazil Players/Images_Dani Alves,True
P-55590,Éder Militão,Brazil,data/raw/player-images/Images/Images/Group G/Brazil Players/Images_├ëder Milit├úo,True
P-77071,Fabinho,Brazil,data/raw/player-images/Images/Images/Group G/Brazil Players/Images_Fabinho,True
P-26953,Alex Telles,Brazil,data/raw/player-images/Images/Images/Group G/Brazil Players/Images_Alex Telles,True
P-74688,Bruno Guimarães,Brazil,data/raw/player-images/Images/Images/Group G/Brazil Players/Images_Bruno Guimar├úes,True
P-92004,Gabriel Jesus,Brazil,data/raw/player-images/Images/Images/Group G/Brazil Players/Images_Gabriel Jesus,True
P-37860,Antony,Brazil,data/raw/player-images/Images/Images/Group G/Brazil Players/Images_Antony,True
P-92812,Vinícius Júnior,Brazil,data/raw/player-images/Images/Images/Group G/Brazil Players/Images_Vin├¡cius J├║nior,True
P-06446,Rodrygo,Brazil,data/raw/player-images/Images/Images/Group G/Brazil Players/Images_Rodrygo,True
P-42740,Éverton Ribeiro,Brazil,data/raw/player-images/Images/Images/Group G/Brazil Players/Images_├ëverton Ribeiro,True
P-89248,Ederson,Brazil,data/raw/player-images/Images/Images/Group G/Brazil Players/Images_Ederson,True
P-14060,Bremer,Brazil,data/raw/player-images/Images/Images/Group G/Brazil Players/Images_Bremer,True
P-15197,Pedro,Brazil,data/raw/player-images/Images/Images/Group G/Brazil Players/Images_Pedro,True
P-70483,Gabriel Martinelli,Brazil,data/raw/player-images/Images/Images/Group G/Brazil Players/Images_Gabriel Martinelli,True
P-22927,Simon Ngapandouetnbu,Cameroon,data/raw/player-images/Images/Images/Group G/Cameroon Players/Images_Simon Ngapandouetnbu,True
P-32773,Jerome Ngom Mbekeli,Cameroon,data/raw/player-images/Images/Images/Group G/Cameroon Players/Images_Jerome Ngom Mbekeli,True
P-93209,Nicolas Nkoulou,Cameroon,data/raw/player-images/Images/Images/Group G/Cameroon Players/Images_Nicolas Nkoulou,True
P-74894,Christopher Wooh,Cameroon,data/raw/player-images/Images/Images/Group G/Cameroon Players/Images_Christopher Wooh,True
P-36707,Gaël Ondoua,Cameroon,data/raw/player-images/Images/Images/Group G/Cameroon Players/Images_Ga├½l Ondoua,True
P-27913,Moumi Ngamaleu,Cameroon,data/raw/player-images/Images/Images/Group G/Cameroon Players/Images_Moumi Ngamaleu,True
P-68058,Georges-Kévin Nkoudou,Cameroon,data/raw/player-images/Images/Images/Group G/Cameroon Players/Images_Georges-K├⌐vin Nkoudou,True
P-38355,André-Frank Zambo Anguissa,Cameroon,data/raw/player-images/Images/Images/Group G/Cameroon Players/Images_Andr├⌐-Frank Zambo Anguissa,True
P-39239,Jean-Pierre Nsame,Cameroon,data/raw/player-images/Images/Images/Group G/Cameroon Players/Images_Jean-Pierre Nsame,True
P-53452,Vincent Aboubakar,Cameroon,data/raw/player-images/Images/Images/Group G/Cameroon Players/Images_Vincent Aboubakar (captain),True
P-51549,Christian Bassogog,Cameroon,data/raw/player-images/Images/Images/Group G/Cameroon Players/Images_Christian Bassogog,True
P-20259,Karl Toko Ekambi,Cameroon,data/raw/player-images/Images/Images/Group G/Cameroon Players/Images_Karl Toko Ekambi,True
P-06117,Eric Maxim Choupo-Moting,Cameroon,data/raw/player-images/Images/Images/Group G/Cameroon Players/Images_Eric Maxim Choupo-Moting,True
P-63923,Samuel Gouet,Cameroon,data/raw/player-images/Images/Images/Group G/Cameroon Players/Images_Samuel Gouet,True
P-29115,Pierre Kunde,Cameroon,data/raw/player-images/Images/Images/Group G/Cameroon Players/Images_Pierre Kunde,True
P-70357,Devis Epassy,Cameroon,data/raw/player-images/Images/Images/Group G/Cameroon Players/Images_Devis Epassy,True
P-80930,Olivier Mbaizo,Cameroon,data/raw/player-images/Images/Images/Group G/Cameroon Players/Images_Olivier Mbaizo,True
P-34633,Martin Hongla,Cameroon,data/raw/player-images/Images/Images/Group G/Cameroon Players/Images_Martin Hongla,True
P-47677,Collins Fai,Cameroon,data/raw/player-images/Images/Images/Group G/Cameroon Players/Images_Collins Fai,True
P-39394,Bryan Mbeumo,Cameroon,data/raw/player-images/Images/Images/Group G/Cameroon Players/Images_Bryan Mbeumo,True
P-59303,Jean-Charles Castelletto,Cameroon,data/raw/player-images/Images/Images/Group G/Cameroon Players/Images_Jean-Charles Castelletto,True
P-62618,Olivier Ntcham,Cameroon,data/raw/player-images/Images/Images/Group G/Cameroon Players/Images_Olivier Ntcham,True
P-67127,André Onana,Cameroon,data/raw/player-images/Images/Images/Group G/Cameroon Players/Images_Andr├⌐ Onana,True
P-02759,Enzo Ebosse,Cameroon,data/raw/player-images/Images/Images/Group G/Cameroon Players/Images_Enzo Ebosse,True
P-55367,Nouhou Tolo,Cameroon,data/raw/player-images/Images/Images/Group G/Cameroon Players/Images_Nouhou Tolo,True
P-25904,Souaibou Marou,Cameroon,data/raw/player-images/Images/Images/Group G/Cameroon Players/Images_Souaibou Marou,True
P-94317,Dayne St. Clair,Canada,data/raw/player-images/Images/Images/Group F/Canada Players/Images_Dayne St. Clair,True
P-12635,Alistair Johnston,Canada,data/raw/player-images/Images/Images/Group F/Canada Players/Images_Alistair Johnston,True
P-55821,Sam Adekugbe,Canada,data/raw/player-images/Images/Images/Group F/Canada Players/Images_Sam Adekugbe,True
P-31806,Kamal Miller,Canada,data/raw/player-images/Images/Images/Group F/Canada Players/Images_Kamal Miller,True
P-89710,Steven Vitória,Canada,data/raw/player-images/Images/Images/Group F/Canada Players/Images_Steven Vit├│ria,True
P-65386,Samuel Piette,Canada,data/raw/player-images/Images/Images/Group F/Canada Players/Images_Samuel Piette,True
P-28794,Stephen Eustáquio,Canada,data/raw/player-images/Images/Images/Group F/Canada Players/Images_Stephen Eust├íquio,True
P-32574,Liam Fraser,Canada,data/raw/player-images/Images/Images/Group F/Canada Players/Images_Liam Fraser,True
P-58061,Lucas Cavallini,Canada,data/raw/player-images/Images/Images/Group F/Canada Players/Images_Lucas Cavallini,True
P-35706,Junior Hoilett,Canada,data/raw/player-images/Images/Images/Group F/Canada Players/Images_Junior Hoilett,True
P-96259,Tajon Buchanan,Canada,data/raw/player-images/Images/Images/Group F/Canada Players/Images_Tajon Buchanan,True
P-83822,Iké Ugbo,Canada,data/raw/player-images/Images/Images/Group F/Canada Players/Images_Ik├⌐ Ugbo,True
P-03472,Atiba Hutchinson,Canada,data/raw/player-images/Images/Images/Group F/Canada Players/Images_Atiba Hutchinson (captain),True
P-72399,Mark-Anthony Kaye,Canada,data/raw/player-images/Images/Images/Group F/Canada Players/Images_Mark-Anthony Kaye,True
P-85670,Ismaël Koné,Canada,data/raw/player-images/Images/Images/Group F/Canada Players/Images_Isma├½l Kon├⌐,True
P-61949,James Pantemis,Canada,data/raw/player-images/Images/Images/Group F/Canada Players/Images_James Pantemis,True
P-01925,Cyle Larin,Canada,data/raw/player-images/Images/Images/Group F/Canada Players/Images_Cyle Larin,True
P-46263,Milan Borjan,Canada,data/raw/player-images/Images/Images/Group F/Canada Players/Images_Milan Borjan,True
P-46358,Alphonso Davies,Canada,data/raw/player-images/Images/Images/Group F/Canada Players/Images_Alphonso Davies,True
P-48340,Jonathan David,Canada,data/raw/player-images/Images/Images/Group F/Canada Players/Images_Jonathan David,True
P-27541,Jonathan Osorio,Canada,data/raw/player-images/Images/Images/Group F/Canada Players/Images_Jonathan Osorio,True
P-42390,Richie Laryea,Canada,data/raw/player-images/Images/Images/Group F/Canada Players/Images_Richie Laryea,True
