player_id,full_name,team,folder,ok
P-98199,Pierre-Emile Højbjerg,Denmark,data/raw/player-images/Images/Images/Group D/Denmark Players/Images_Pierre-Emile H├╕jbjerg,True
P-76468,Robert Skov,Denmark,data/raw/player-images/Images/Images/Group D/Denmark Players/Images_Robert Skov,True
P-70516,Jesper Lindstrøm,Denmark,data/raw/player-images/Images/Images/Group D/Denmark Players/Images_Jesper Lindstr├╕m,True
P-92135,Alexander Bah,Denmark,data/raw/player-images/Images/Images/Group D/Denmark Players/Images_Alexander Bah,True
P-56347,Hernán Galíndez,Ecuador,data/raw/player-images/Images/Images/Group A/Ecuador Players/Images_Hern├ín Gal├¡ndez,True
P-96347,Félix Torres,Ecuador,data/raw/player-images/Images/Images/Group A/Ecuador Players/Images_F├⌐lix Torres,True
P-29713,Piero Hincapié,Ecuador,data/raw/player-images/Images/Images/Group A/Ecuador Players/Images_Piero Hincapi├⌐,True
P-22286,Robert Arboleda,Ecuador,data/raw/player-images/Images/Images/Group A/Ecuador Players/Images_Robert Arboleda,True
P-75628,José Cifuentes,Ecuador,data/raw/player-images/Images/Images/Group A/Ecuador Players/Images_Jos├⌐ Cifuentes,True
P-49934,William Pacho,Ecuador,data/raw/player-images/Images/Images/Group A/Ecuador Players/Images_William Pacho,True
P-52697,Pervis Estupiñán,Ecuador,data/raw/player-images/Images/Images/Group A/Ecuador Players/Images_Pervis Estupi├▒├ín,True
P-13321,Carlos Gruezo,Ecuador,data/raw/player-images/Images/Images/Group A/Ecuador Players/Images_Carlos Gruezo,True
P-16576,Ayrton Preciado,Ecuador,data/raw/player-images/Images/Images/Group A/Ecuador Players/Images_Ayrton Preciado,True
P-34543,Romario Ibarra,Ecuador,data/raw/player-images/Images/Images/Group A/Ecuador Players/Images_Romario Ibarra,True
P-44851,Michael Estrada,Ecuador,data/raw/player-images/Images/Images/Group A/Ecuador Players/Images_Michael Estrada,True
P-39347,Moisés Ramírez,Ecuador,data/raw/player-images/Images/Images/Group A/Ecuador Players/Images_Mois├⌐s Ram├¡rez,True
P-75912,Enner Valencia,Ecuador,data/raw/player-images/Images/Images/Group A/Ecuador Players/Images_Enner Valencia (captain),True
P-06545,Xavier Arreaga,Ecuador,data/raw/player-images/Images/Images/Group A/Ecuador Players/Images_Xavier Arreaga,True
P-11495,Ángel Mena,Ecuador,data/raw/player-images/Images/Images/Group A/Ecuador Players/Images_├üngel Mena,True
P-78091,Jeremy Sarmiento,Ecuador,data/raw/player-images/Images/Images/Group A/Ecuador Players/Images_Jeremy Sarmiento,True
P-62543,Ángelo Preciado,Ecuador,data/raw/player-images/Images/Images/Group A/Ecuador Players/Images_├üngelo Preciado,True
P-04237,Diego Palacios,Ecuador,data/raw/player-images/Images/Images/Group A/Ecuador Players/Images_Diego Palacios,True
P-13973,Gonzalo Plata,Ecuador,data/raw/player-images/Images/Images/Group A/Ecuador Players/Images_Gonzalo Plata,True
P-56839,Sebas Méndez,Ecuador,data/raw/player-images/Images/Images/Group A/Ecuador Players/Images_Sebas M├⌐ndez,True
P-28364,Alan Franco,Ecuador,data/raw/player-images/Images/Images/Group A/Ecuador Players/Images_Alan Franco,True
P-94877,Alexander Domínguez,Ecuador,data/raw/player-images/Images/Images/Group A/Ecuador Players/Images_Alexander Dom├¡nguez,True
P-82216,Moisés Caicedo,Ecuador,data/raw/player-images/Images/Images/Group A/Ecuador Players/Images_Mois├⌐s Caicedo,True
P-69217,Djorkaeff Reasco,Ecuador,data/raw/player-images/Images/Images/Group A/Ecuador Players/Images_Djorkaeff Reasco,True
P-73694,Jackson Porozo,Ecuador,data/raw/player-images/Images/Images/Group A/Ecuador Players/Images_Jackson Porozo,True
P-02839,Kevin Rodríguez,Ecuador,data/raw/player-images/Images/Images/Group A/Ecuador Players/Images_Kevin Rodr├¡guez,True
P-70618,Jordan Pickford,England,data/raw/player-images/Images/Images/Group B/England Players/Images_Jordan Pickford,True
P-74071,Kyle Walker,England,data/raw/player-images/Images/Images/Group B/England Players/Images_Kyle Walker,True
P-36400,Luke Shaw,England,data/raw/player-images/Images/Images/Group B/England Players/Images_Luke Shaw,True
P-84787,Declan Rice,England,data/raw/player-images/Images/Images/Group B/England Players/Images_Declan Rice,True
P-92628,John Stones,England,data/raw/player-images/Images/Images/Group B/England Players/Images_John Stones,True
P-02465,Harry Maguire,England,data/raw/player-images/Images/Images/Group B/England Players/Images_Harry Maguire,True
P-21153,Jack Grealish,England,data/raw/player-images/Images/Images/Group B/England Players/Images_Jack Grealish,True
P-08169,Jordan Henderson,England,data/raw/player-images/Images/Images/Group B/England Players/Images_Jordan Henderson,True
P-58924,Harry Kane,England,data/raw/player-images/Images/Images/Group B/England Players/Images_Harry Kane (captain),True
P-21553,Raheem Sterling,England,data/raw/player-images/Images/Images/Group B/England Players/Images_Raheem Sterling,True
P-59837,Marcus Rashford,England,data/raw/player-images/Images/Images/Group B/England Players/Images_Marcus Rashford,True
P-25937,Kieran Trippier,England,data/raw/player-images/Images/Images/Group B/England Players/Images_Kieran Trippier,True
P-89070,Nick Pope,England,data/raw/player-images/Images/Images/Group B/England Players/Images_Nick Pope,True
P-43567,Kalvin Phillips,England,data/raw/player-images/Images/Images/Group B/England Players/Images_Kalvin Phillips,True
P-31219,Eric Dier,England,data/raw/player-images/Images/Images/Group B/England Players/Images_Eric Dier,True
P-76287,Conor Coady,England,data/raw/player-images/Images/Images/Group B/England Players/Images_Conor Coady,True
P-76842,Bukayo Saka,England,data/raw/player-images/Images/Images/Group B/England Players/Images_Bukayo Saka,True
P-05318,Trent Alexander-Arnold,England,data/raw/player-images/Images/Images/Group B/England Players/Images_Trent Alexander-Arnold,True
P-90012,Mason Mount,England,data/raw/player-images/Images/Images/Group B/England Players/Images_Mason Mount,True
P-10501,Phil Foden,England,data/raw/player-images/Images/Images/Group B/England Players/Images_Phil Foden,True
P-50034,Ben White,England,data/raw/player-images/Images/Images/Group B/England Players/Images_Ben White,True
P-15674,Jude Bellingham,England,data/raw/player-images/Images/Images/Group B/England Players/Images_Jude Bellingham,True
P-62368,Aaron Ramsdale,England,data/raw/player-images/Images/Images/Group B/England Players/Images_Aaron Ramsdale,True
P-22844,Callum Wilson,England,data/raw/player-images/Images/Images/Group B/England Players/Images_Callum Wilson,True
P-95181,James Maddison,England,data/raw/player-images/Images/Images/Group B/England Players/Images_James Maddison,True
P-46540,Conor Gallagher,England,data/raw/player-images/Images/Images/Group B/England Players/Images_Conor Gallagher,True
P-30711,Hugo Lloris,France,data/raw/player-images/Images/Images/Group D/France Players/Images_Hugo Lloris (captain),True
P-60652,Benjamin Pavard,France,data/raw/player-images/Images/Images/Group D/France Players/Images_Benjamin Pavard,True
P-91324,Axel Disasi,France,data/raw/player-images/Images/Images/Group D/France Players/Images_Axel Disasi,True
P-42326,Raphaël Varane,France,data/raw/player-images/Images/Images/Group D/France Players/Images_Rapha├½l Varane,True
P-78484,Jules Koundé,France,data/raw/player-images/Images/Images/Group D/France Players/Images_Jules Kound├⌐,True
P-32431,Matteo Guendouzi,France,data/raw/player-images/Images/Images/Group D/France Players/Images_Matteo Guendouzi,True
P-90908,Antoine Griezmann,France,data/raw/player-images/Images/Images/Group D/France Players/Images_Antoine Griezmann,True
P-54517,Aurélien Tchouaméni,France,data/raw/player-images/Images/Images/Group D/France Players/Images_Aur├⌐lien Tchouam├⌐ni,True
P-89750,Olivier Giroud,France,data/raw/player-images/Images/Images/Group D/France Players/Images_Olivier Giroud,True
P-64077,Kylian Mbappé,France,data/raw/player-images/Images/Images/Group D/France Players/Images_Kylian Mbapp├⌐,True
P-97778,Ousmane Dembélé,France,data/raw/player-images/Images/Images/Group D/France Players/Images_Ousmane Demb├⌐l├⌐,True
P-92987,Randal Kolo Muani,France,data/raw/player-images/Images/Images/Group D/France Players/Images_Randal Kolo Muani,True
P-23304,Youssouf Fofana,France,data/raw/player-images/Images/Images/Group D/France Players/Images_Youssouf Fofana,True
P-57401,Adrien Rabiot,France,data/raw/player-images/Images/Images/Group D/France Players/Images_Adrien Rabiot,True
P-00465,Jordan Veretout,France,data/raw/player-images/Images/Images/Group D/France Players/Images_Jordan Veretout,True
P-69594,Steve Mandanda,France,data/raw/player-images/Images/Images/Group D/France Players/Images_Steve Mandanda,True
P-07089,William Saliba,France,data/raw/player-images/Images/Images/Group D/France Players/Images_William Saliba,True
P-03945,Dayot Upamecano,France,data/raw/player-images/Images/Images/Group D/France Players/Images_Dayot Upamecano,True
P-35408,Karim Benzema,France,data/raw/player-images/Images/Images/Group D/France Players/Images_Karim Benzema,True
P-06614,Kingsley Coman,France,data/raw/player-images/Images/Images/Group D/France Players/Images_Kingsley Coman,True
P-84424,Lucas Hernandez,France,data/raw/player-images/Images/Images/Group D/France Players/Images_Lucas Hernandez,True
P-09867,Théo Hernandez,France,data/raw/player-images/Images/Images/Group D/France Players/Images_Theo Hernandez,True
P-81466,Alphonse Areola,France,data/raw/player-images/Images/Images/Group D/France Players/Images_Alphonse Areola,True
P-86920,Ibrahima Konaté,France,data/raw/player-images/Images/Images/Group D/France Players/Images_Ibrahima Konat├⌐,True
P-80996,Eduardo Camavinga,France,data/raw/player-images/Images/Images/Group D/France Players/Images_Eduardo Camavinga,True
P-13613,Marcus Thuram,France,data/raw/player-images/Images/Images/Group D/France Players/Images_Marcus Thuram,True
P-19408,Manuel Neuer,Germany,data/raw/player-images/Images/Images/Group E/Germany Players/Images_Manuel Neuer (captain),True
P-51201,Antonio Rüdiger,Germany,data/raw/player-images/Images/Images/Group E/Germany Players/Images_Antonio R├╝diger,True
P-20804,David Raum,Germany,data/raw/player-images/Images/Images/Group E/Germany Players/Images_David Raum,True
P-36126,Matthias Ginter,Germany,data/raw/player-images/Images/Images/Group E/Germany Players/Images_Matthias Ginter,True
P-11933,Thilo Kehrer,Germany,data/raw/player-images/Images/Images/Group E/Germany Players/Images_Thilo Kehrer,True
P-30316,Joshua Kimmich,Germany,data/raw/player-images/Images/Images/Group E/Germany Players/Images_Joshua Kimmich,True
P-77743,Kai Havertz,Germany,data/raw/player-images/Images/Images/Group E/Germany Players/Images_Kai Havertz,True
P-79409,Leon Goretzka,Germany,data/raw/player-images/Images/Images/Group E/Germany Players/Images_Leon Goretzka,True
P-46246,Niclas Füllkrug,Germany,data/raw/player-images/Images/Images/Group E/Germany Players/Images_Niclas F├╝llkrug,True
P-75989,Serge Gnabry,Germany,data/raw/player-images/Images/Images/Group E/Germany Players/Images_Serge Gnabry,True
P-63673,Mario Götze,Germany,data/raw/player-images/Images/Images/Group E/Germany Players/Images_Mario G├╢tze,True
P-81947,Kevin Trapp,Germany,data/raw/player-images/Images/Images/Group E/Germany Players/Images_Kevin Trapp,True
P-28154,Thomas Müller,Germany,data/raw/player-images/Images/Images/Group E/Germany Players/Images_Thomas M├╝ller,True
P-47182,Jamal Musiala,Germany,data/raw/player-images/Images/Images/Group E/Germany Players/Images_Jamal Musiala,True
P-48737,Niklas Süle,Germany,data/raw/player-images/Images/Images/Group E/Germany Players/Images_Niklas S├╝le,True
P-89863,Lukas Klostermann,Germany,data/raw/player-images/Images/Images/Group E/Germany Players/Images_Lukas Klostermann,True
P-50679,Julian Brandt,Germany,data/raw/player-images/Images/Images/Group E/Germany Players/Images_Julian Brandt,True
P-18188,Jonas Hofmann,Germany,data/raw/player-images/Images/Images/Group E/Germany Players/Images_Jonas Hofmann,True
P-39464,Leroy Sané,Germany,data/raw/player-images/Images/Images/Group E/Germany Players/Images_Leroy San├⌐,True
P-63385,Christian Günter,Germany,data/raw/player-images/Images/Images/Group E/Germany Players/Images_Christian G├╝nter,True
P-08896,İlkay Gündoğan,Germany,data/raw/player-images/Images/Images/Group E/Germany Players/Images_─░lkay G├╝ndo─ƒan,True
P-03367,Marc-André ter Stegen,Germany,data/raw/player-images/Images/Images/Group E/Germany Players/Images_Marc-Andr├⌐ ter Stegen,True
P-71859,Nico Schlotterbeck,Germany,data/raw/player-images/Images/Images/Group E/Germany Players/Images_Nico Schlotterbeck,True
P-05901,Karim Adeyemi,Germany,data/raw/player-images/Images/Images/Group E/Germany Players/Images_Karim Adeyemi,True
P-69200,Armel Bella-Kotchap,Germany,data/raw/player-images/Images/Images/Group E/Germany Players/Images_Armel Bella-Kotchap,True
P-04137,Youssoufa Moukoko,Germany,data/raw/player-images/Images/Images/Group E/Germany Players/Images_Youssoufa Moukoko,True
P-51990,Lawrence Ati-Zigi,Ghana,data/raw/player-images/Images/Images/Group H/Ghana Players/Images_Lawrence Ati-Zigi,True
P-12913,Tariq Lamptey,Ghana,data/raw/player-images/Images/Images/Group H/Ghana Players/Images_Tariq Lamptey,True
P-08359,Denis Odoi,Ghana,data/raw/player-images/Images/Images/Group H/Ghana Players/Images_Denis Odoi,True
P-50142,Mohammed Salisu,Ghana,data/raw/player-images/Images/Images/Group H/Ghana Players/Images_Mohammed Salisu,True
P-07875,Thomas Partey,Ghana,data/raw/player-images/Images/Images/Group H/Ghana Players/Images_Thomas Partey,True
P-70145,Elisha Owusu,Ghana,data/raw/player-images/Images/Images/Group H/Ghana Players/Images_Elisha Owusu,True
P-62854,Abdul Fatawu Issahaku,Ghana,data/raw/player-images/Images/Images/Group H/Ghana Players/Images_Abdul Fatawu Issahaku,True
P-92252,Daniel-Kofi Kyereh,Ghana,data/raw/player-images/Images/Images/Group H/Ghana Players/Images_Daniel-Kofi Kyereh,True
P-31765,Jordan Ayew,Ghana,data/raw/player-images/Images/Images/Group H/Ghana Players/Images_Jordan Ayew,True
P-01945,André Ayew,Ghana,data/raw/player-images/Images/Images/Group H/Ghana Players/Images_Andr├⌐ Ayew (captain),True
P-72363,Osman Bukari,Ghana,data/raw/player-images/Images/Images/Group H/Ghana Players/Images_Osman Bukari,True
P-16148,Ibrahim Danlad,Ghana,data/raw/player-images/Images/Images/Group H/Ghana Players/Images_Ibrahim Danlad,True
P-13639,Daniel Afriyie,Ghana,data/raw/player-images/Images/Images/Group H/Ghana Players/Images_Daniel Afriyie,True
P-28517,Gideon Mensah,Ghana,data/raw/player-images/Images/Images/Group H/Ghana Players/Images_Gideon Mensah,True
P-09991,Joseph Aidoo,Ghana,data/raw/player-images/Images/Images/Group H/Ghana Players/Images_Joseph Aidoo,True
P-36638,Abdul Manaf Nurudeen,Ghana,data/raw/player-images/Images/Images/Group H/Ghana Players/Images_Abdul Manaf Nurudeen,True
P-94579,Baba Rahman,Ghana,data/raw/player-images/Images/Images/Group H/Ghana Players/Images_Baba Rahman,True
P-82956,Daniel Amartey,Ghana,data/raw/player-images/Images/Images/Group H/Ghana Players/Images_Daniel Amartey,True
P-53967,Iñaki Williams,Ghana,data/raw/player-images/Images/Images/Group H/Ghana Players/Images_I├▒aki Williams,True
P-23821,Mohammed Kudus,Ghana,data/raw/player-images/Images/Images/Group H/Ghana Players/Images_Mohammed Kudus,True
P-21820,Salis Abdul Samed,Ghana,data/raw/player-images/Images/Images/Group H/Ghana Players/Images_Salis Abdul Samed,True
P-33325,Kamaldeen Sulemana,Ghana,data/raw/player-images/Images/Images/Group H/Ghana Players/Images_Kamaldeen Sulemana,True
P-59808,Alexander Djiku,Ghana,data/raw/player-images/Images/Images/Group H/Ghana Players/Images_Alexander Djiku,True
P-20467,Kamal Sowah,Ghana,data/raw/player-images/Images/Images/Group H/Ghana Players/Images_Kamal Sowah,True
P-14179,Antoine Semenyo,Ghana,data/raw/player-images/Images/Images/Group H/Ghana Players/Images_Antoine Semenyo,True
P-36105,Alidu Seidu,Ghana,data/raw/player-images/Images/Images/Group H/Ghana Players/Images_Alidu Seidu,True
P-20998,Alireza Beiranvand,Iran,data/raw/player-images/Images/Images/Group B/Iran Players/Images_Alireza Beiranvand,True
P-84382,Sadegh Moharrami,Iran,data/raw/player-images/Images/Images/Group B/Iran Players/Images_Sadegh Moharrami,True
P-75785,Ehsan Hajsafi,Iran,data/raw/player-images/Images/Images/Group B/Iran Players/Images_Ehsan Hajsafi (captain),True
P-97838,Shojae Khalilzadeh,Iran,data/raw/player-images/Images/Images/Group B/Iran Players/Images_Shojae Khalilzadeh,True
P-74098,Milad Mohammadi,Iran,data/raw/player-images/Images/Images/Group B/Iran Players/Images_Milad Mohammadi,True
P-95374,Saeid Ezatolahi,Iran,data/raw/player-images/Images/Images/Group B/Iran Players/Images_Saeid Ezatolahi,True
P-98775,Alireza Jahanbakhsh,Iran,data/raw/player-images/Images/Images/Group B/Iran Players/Images_Alireza Jahanbakhsh,True
P-29864,Morteza Pouraliganji,Iran,data/raw/player-images/Images/Images/Group B/Iran Players/Images_Morteza Pouraliganji,True
P-85860,Mehdi Taremi,Iran,data/raw/player-images/Images/Images/Group B/Iran Players/Images_Mehdi Taremi,True
P-53957,Karim Ansarifard,Iran,data/raw/player-images/Images/Images/Group B/Iran Players/Images_Karim Ansarifard,True
P-24531,Vahid Amiri,Iran,data/raw/player-images/Images/Images/Group B/Iran Players/Images_Vahid Amiri,True
P-17784,Payam Niazmand,Iran,data/raw/player-images/Images/Images/Group B/Iran Players/Images_Payam Niazmand,True
P-74612,Hossein Kanaanizadegan,Iran,data/raw/player-images/Images/Images/Group B/Iran Players/Images_Hossein Kanaanizadegan,True
P-87786,Saman Ghoddos,Iran,data/raw/player-images/Images/Images/Group B/Iran Players/Images_Saman Ghoddos,True
P-98747,Rouzbeh Cheshmi,Iran,data/raw/player-images/Images/Images/Group B/Iran Players/Images_Rouzbeh Cheshmi,True
P-04541,Mehdi Torabi,Iran,data/raw/player-images/Images/Images/Group B/Iran Players/Images_Mehdi Torabi,True
P-45653,Ali Gholizadeh,Iran,data/raw/player-images/Images/Images/Group B/Iran Players/Images_Ali Gholizadeh,True
P-68842,Ali Karimi,Iran,data/raw/player-images/Images/Images/Group B/Iran Players/Images_Ali Karimi,True
P-15905,Majid Hosseini,Iran,data/raw/player-images/Images/Images/Group B/Iran Players/Images_Majid Hosseini,True
P-09113,Sardar Azmoun,Iran,data/raw/player-images/Images/Images/Group B/Iran Players/Images_Sardar Azmoun,True
P-42215,Ahmad Nourollahi,Iran,data/raw/player-images/Images/Images/Group B/Iran Players/Images_Ahmad Nourollahi,True
P-80505,Amir Abedzadeh,Iran,data/raw/player-images/Images/Images/Group B/Iran Players/Images_Amir Abedzadeh,True
P-47137,Ramin Rezaeian,Iran,data/raw/player-images/Images/Images/Group B/Iran Players/Images_Ramin Rezaeian,True
P-28492,Hossein Hosseini,Iran,data/raw/player-images/Images/Images/Group B/Iran Players/Images_Hossein Hosseini,True
P-62858,Abolfazl Jalali,Iran,data/raw/player-images/Images/Images/Group B/Iran Players/Images_Abolfazl Jalali,True
P-53272,Eiji Kawashima,Japan,data/raw/player-images/Images/Images/Group E/Japan Players/Images_Eiji Kawashima,True
P-45981,Miki Yamane,Japan,data/raw/player-images/Images/Images/Group E/Japan Players/Images_Miki Yamane,True
P-77382,Shogo Taniguchi,Japan,data/raw/player-images/Images/Images/Group E/Japan Players/Images_Shogo Taniguchi,True
P-35225,Ko Itakura,Japan,data/raw/player-images/Images/Images/Group E/Japan Players/Images_Ko Itakura,True
P-26303,Yuto Nagatomo,Japan,data/raw/player-images/Images/Images/Group E/Japan Players/Images_Yuto Nagatomo,True
P-53282,Wataru Endo,Japan,data/raw/player-images/Images/Images/Group E/Japan Players/Images_Wataru Endo,True
P-99817,Gaku Shibasaki,Japan,data/raw/player-images/Images/Images/Group E/Japan Players/Images_Gaku Shibasaki,True
P-58907,Ritsu Dōan,Japan,data/raw/player-images/Images/Images/Group E/Japan Players/Images_Ritsu D┼ìan,True
P-22633,Kaoru Mitoma,Japan,data/raw/player-images/Images/Images/Group E/Japan Players/Images_Kaoru Mitoma,True
P-05559,Takumi Minamino,Japan,data/raw/player-images/Images/Images/Group E/Japan Players/Images_Takumi Minamino,True
P-39942,Takefusa Kubo,Japan,data/raw/player-images/Images/Images/Group E/Japan Players/Images_Takefusa Kubo,True
P-66906,Shūichi Gonda,Japan,data/raw/player-images/Images/Images/Group E/Japan Players/Images_Sh┼½ichi Gonda,True
P-75751,Hidemasa Morita,Japan,data/raw/player-images/Images/Images/Group E/Japan Players/Images_Hidemasa Morita,True
P-86909,Junya Ito,Japan,data/raw/player-images/Images/Images/Group E/Japan Players/Images_Junya Ito,True
P-62952,Daichi Kamada,Japan,data/raw/player-images/Images/Images/Group E/Japan Players/Images_Daichi Kamada,True
P-68429,Takehiro Tomiyasu,Japan,data/raw/player-images/Images/Images/Group E/Japan Players/Images_Takehiro Tomiyasu,True
P-82447,Ao Tanaka,Japan,data/raw/player-images/Images/Images/Group E/Japan Players/Images_Ao Tanaka,True
P-46913,Takuma Asano,Japan,data/raw/player-images/Images/Images/Group E/Japan Players/Images_Takuma Asano,True
P-56398,Hiroki Sakai,Japan,data/raw/player-images/Images/Images/Group E/Japan Players/Images_Hiroki Sakai,True
P-44328,Shuto Machino,Japan,data/raw/player-images/Images/Images/Group E/Japan Players/Images_Shuto Machino,True
P-57586,Ayase Ueda,Japan,data/raw/player-images/Images/Images/Group E/Japan Players/Images_Ayase Ueda,True
P-89321,Maya Yoshida,Japan,data/raw/player-images/Images/Images/Group E/Japan Players/Images_Maya Yoshida (captain),True
P-77827,Daniel Schmidt,Japan,data/raw/player-images/Images/Images/Group E/Japan Players/Images_Daniel Schmidt,True
P-64056,Yuki Soma,Japan,data/raw/player-images/Images/Images/Group E/Japan Players/Images_Yuki Soma,True
P-30206,Daizen Maeda,Japan,data/raw/player-images/Images/Images/Group E/Japan Players/Images_Daizen Maeda,True
P-41902,Hiroki Ito,Japan,data/raw/player-images/Images/Images/Group E/Japan Players/Images_Hiroki Ito,True
P-94928,Alfredo Talavera,Mexico,data/raw/player-images/Images/Images/Group C/Mexico Players/Images_Alfredo Talavera,True
P-38529,Néstor Araujo,Mexico,data/raw/player-images/Images/Images/Group C/Mexico Players/Images_N├⌐stor Araujo,True
P-36212,César Montes,Mexico,data/raw/player-images/Images/Images/Group C/Mexico Players/Images_C├⌐sar Montes,True
P-26546,Edson Álvarez,Mexico,data/raw/player-images/Images/Images/Group C/Mexico Players/Images_Edson ├ülvarez,True
P-09877,Johan Vásquez,Mexico,data/raw/player-images/Images/Images/Group C/Mexico Players/Images_Johan V├ísquez,True
P-96510,Gerardo Arteaga,Mexico,data/raw/player-images/Images/Images/Group C/Mexico Players/Images_Gerardo Arteaga,True
P-26412,Luis Romo,Mexico,data/raw/player-images/Images/Images/Group C/Mexico Players/Images_Luis Romo,True
P-19618,Carlos Rodríguez,Mexico,data/raw/player-images/Images/Images/Group C/Mexico Players/Images_Carlos Rodr├¡guez,True
P-57865,Raúl Jiménez,Mexico,data/raw/player-images/Images/Images/Group C/Mexico Players/Images_Ra├║l Jim├⌐nez,True
P-64182,Alexis Vega,Mexico,data/raw/player-images/Images/Images/Group C/Mexico Players/Images_Alexis Vega,True
P-51689,Rogelio Funes Mori,Mexico,data/raw/player-images/Images/Images/Group C/Mexico Players/Images_Rogelio Funes Mori,True
P-96662,Rodolfo Cota,Mexico,data/raw/player-images/Images/Images/Group C/Mexico Players/Images_Rodolfo Cota,True
P-80826,Guillermo Ochoa,Mexico,data/raw/player-images/Images/Images/Group C/Mexico Players/Images_Guillermo Ochoa,True
P-64299,Érick Gutiérrez,Mexico,data/raw/player-images/Images/Images/Group C/Mexico Players/Images_├ërick Guti├⌐rrez,True
P-21208,Héctor Moreno,Mexico,data/raw/player-images/Images/Images/Group C/Mexico Players/Images_H├⌐ctor Moreno,True
P-42911,Héctor Herrera,Mexico,data/raw/player-images/Images/Images/Group C/Mexico Players/Images_H├⌐ctor Herrera,True
P-95198,Orbelín Pineda,Mexico,data/raw/player-images/Images/Images/Group C/Mexico Players/Images_Orbel├¡n Pineda,True
P-40312,Andrés Guardado,Mexico,data/raw/player-images/Images/Images/Group C/Mexico Players/Images_Andr├⌐s Guardado (captain),True
P-24062,Jorge Sánchez,Mexico,data/raw/player-images/Images/Images/Group C/Mexico Players/Images_Jorge S├ínchez,True
P-49482,Henry Martín,Mexico,data/raw/player-images/Images/Images/Group C/Mexico Players/Images_Henry Mart├¡n,True
P-81433,Uriel Antuna,Mexico,data/raw/player-images/Images/Images/Group C/Mexico Players/Images_Uriel Antuna,True
P-24705,Hirving Lozano,Mexico,data/raw/player-images/Images/Images/Group C/Mexico Players/Images_Hirving Lozano,True
P-80088,Jesús Gallardo,Mexico,data/raw/player-images/Images/Images/Group C/Mexico Players/Images_Jes├║s Gallardo,True
P-49806,Luis Chávez,Mexico,data/raw/player-images/Images/Images/Group C/Mexico Players/Images_Luis Ch├ívez,True
P-73491,Roberto Alvarado,Mexico,data/raw/player-images/Images/Images/Group C/Mexico Players/Images_Roberto Alvarado,True
P-09058,Kevin Álvarez,Mexico,data/raw/player-images/Images/Images/Group C/Mexico Players/Images_Kevin ├ülvarez,True
P-50688,Yassine Bounou,Morocco,data/raw/player-images/Images/Images/Group F/Morocco players/Images_Yassine Bounou,True
P-45288,Achraf Hakimi,Morocco,data/raw/player-images/Images/Images/Group F/Morocco players/Images_Achraf Hakimi,True
P-09614,Noussair Mazraoui,Morocco,data/raw/player-images/Images/Images/Group F/Morocco players/Images_Noussair Mazraoui,True
P-71023,Sofyan Amrabat,Morocco,data/raw/player-images/Images/Images/Group F/Morocco players/Images_Sofyan Amrabat,True
P-47490,Nayef Aguerd,Morocco,data/raw/player-images/Images/Images/Group F/Morocco players/Images_Nayef Aguerd,True
P-26068,Romain Saïss,Morocco,data/raw/player-images/Images/Images/Group F/Morocco players/Images_Romain Sa├»ss (captain),True
P-70715,Hakim Ziyech,Morocco,data/raw/player-images/Images/Images/Group F/Morocco players/Images_Hakim Ziyech,True
P-40619,Azzedine Ounahi,Morocco,data/raw/player-images/Images/Images/Group F/Morocco players/Images_Azzedine Ounahi,True
P-90423,Abderrazak Hamdallah,Morocco,data/raw/player-images/Images/Images/Group F/Morocco players/Images_Abderrazak Hamdallah,True
P-94093,Anass Zaroury,Morocco,data/raw/player-images/Images/Images/Group F/Morocco players/Images_Anass Zaroury,True
P-05265,Abdelhamid Sabiri,Morocco,data/raw/player-images/Images/Images/Group F/Morocco players/Images_Abdelhamid Sabiri,True
P-15566,Munir Mohamedi,Morocco,data/raw/player-images/Images/Images/Group F/Morocco players/Images_Munir Mohamedi,True
P-87409,Ilias Chair,Morocco,data/raw/player-images/Images/Images/Group F/Morocco players/Images_Ilias Chair,True
P-48295,Zakaria Aboukhlal,Morocco,data/raw/player-images/Images/Images/Group F/Morocco players/Images_Zakaria Aboukhlal,True
P-23330,Selim Amallah,Morocco,data/raw/player-images/Images/Images/Group F/Morocco players/Images_Selim Amallah,True
P-21052,Abde Ezzalzouli,Morocco,data/raw/player-images/Images/Images/Group F/Morocco players/Images_Abde Ezzalzouli,True
P-59033,Sofiane Boufal,Morocco,data/raw/player-images/Images/Images/Group F/Morocco players/Images_Sofiane Boufal,True
P-14026,Jawad El Yamiq,Morocco,data/raw/player-images/Images/Images/Group F/Morocco players/Images_Jawad El Yamiq,True
P-42517,Youssef En-Nesyri,Morocco,data/raw/player-images/Images/Images/Group F/Morocco players/Images_Youssef En-Nesyri,True
P-52013,Achraf Dari,Morocco,data/raw/player-images/Images/Images/Group F/Morocco players/Images_Achraf Dari,True
P-05216,Walid Cheddira,Morocco,data/raw/player-images/Images/Images/Group F/Morocco players/Images_Walid Cheddira,True
P-88869,Ahmed Reda Tagnaouti,Morocco,data/raw/player-images/Images/Images/Group F/Morocco players/Images_Ahmed Reda Tagnaouti,True
P-80656,Bilal El Khannous,Morocco,data/raw/player-images/Images/Images/Group F/Morocco players/Images_Bilal El Khannous,True
P-00597,Badr Benoun,Morocco,data/raw/player-images/Images/Images/Group F/Morocco players/Images_Badr Benoun,True
